schedule_id,course_id,faculty_id,room_id,date,start_time,end_time,status,source_system
SCH_0176,C065,F028,R022,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0177,C092,F022,R010,2026-09-29,14:00,15:00,scheduled,LMS
SCH_0178,C007,F025,R016,2026-10-01,12:00,13:00,scheduled,LMS
SCH_0179,C023,F006,R020,2026-10-04,15:00,16:00,scheduled,LMS
SCH_0180,C053,F037,R011,2026-09-22,17:00,18:00,scheduled,LMS
SCH_0181,C012,F047,R026,2026-09-29,10:00,11:00,scheduled,LMS
SCH_0182,C097,F049,R019,2026-09-27,14:00,15:00,scheduled,LMS
SCH_0183,C007,F025,R025,2026-09-30,15:00,16:00,scheduled,LMS
SCH_0184,C056,F028,R017,2026-09-28,10:00,11:00,scheduled,LMS
SCH_0185,C080,F016,R015,2026-10-03,09:00,10:00,scheduled,LMS
SCH_0186,C042,F006,R022,2026-10-03,14:00,15:00,scheduled,LMS
SCH_0187,C042,F006,R028,2026-09-23,15:00,16:00,scheduled,LMS
SCH_0188,C050,F007,R026,2026-09-30,09:00,10:00,scheduled,LMS
SCH_0189,C051,F026,R016,2026-09-21,11:00,12:00,scheduled,LMS
SCH_0190,C062,F032,R010,2026-09-29,14:00,15:00,scheduled,LMS
SCH_0191,C066,F020,R025,2026-09-23,11:00,12:00,scheduled,LMS
SCH_0192,C061,F036,R002,2026-09-25,10:00,11:00,scheduled,LMS
SCH_0193,C011,F012,R013,2026-09-28,09:00,10:00,scheduled,LMS
SCH_0194,C012,F047,R008,2026-10-02,10:00,11:00,scheduled,LMS
SCH_0195,C029,F030,R027,2026-09-29,12:00,13:00,scheduled,LMS
SCH_0196,C071,F036,R018,2026-10-04,10:00,11:00,scheduled,LMS
SCH_0197,C033,F005,R026,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0198,C044,F018,R017,2026-09-28,14:00,15:00,scheduled,LMS
SCH_0199,C015,F024,R021,2026-09-24,14:00,15:00,scheduled,LMS
SCH_0200,C030,F040,R028,2026-09-21,12:00,13:00,scheduled,LMS
SCH_0201,C042,F006,R023,2026-09-21,15:00,16:00,scheduled,LMS
SCH_0202,C085,F005,R025,2026-10-02,17:00,18:00,scheduled,LMS
SCH_0203,C098,F029,R006,2026-09-30,11:00,12:00,scheduled,LMS
SCH_0204,C051,F026,R010,2026-09-26,10:00,11:00,scheduled,LMS
SCH_0205,C027,F050,R016,2026-09-28,12:00,13:00,scheduled,LMS
SCH_0206,C011,F012,R006,2026-09-24,12:00,13:00,scheduled,LMS
SCH_0207,C070,F001,R003,2026-09-26,10:00,11:00,scheduled,LMS
SCH_0208,C092,F022,R019,2026-09-24,16:00,17:00,scheduled,LMS
SCH_0209,C025,F030,R022,2026-09-29,11:00,12:00,scheduled,LMS
SCH_0210,C064,F020,R008,2026-10-03,11:00,12:00,scheduled,LMS
SCH_0211,C098,F029,R004,2026-09-21,10:00,11:00,scheduled,LMS
SCH_0212,C001,F035,R012,2026-10-01,15:00,16:00,scheduled,LMS
SCH_0213,C070,F001,R004,2026-10-04,11:00,12:00,scheduled,LMS
SCH_0214,C060,F023,R024,2026-09-30,17:00,18:00,scheduled,LMS
SCH_0215,C052,F007,R020,2026-09-30,16:00,17:00,scheduled,LMS
SCH_0216,C057,F030,R018,2026-09-29,15:00,16:00,scheduled,LMS
SCH_0217,C090,F031,R025,2026-09-25,16:00,17:00,scheduled,LMS
SCH_0218,C086,F029,R011,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0219,C049,F039,R006,2026-09-22,16:00,17:00,scheduled,LMS
SCH_0220,C027,F050,R002,2026-09-28,09:00,10:00,scheduled,LMS
SCH_0221,C025,F030,R007,2026-10-01,09:00,10:00,scheduled,LMS
SCH_0222,C065,F028,R010,2026-09-27,11:00,12:00,scheduled,LMS
SCH_0223,C030,F040,R025,2026-09-21,11:00,12:00,scheduled,LMS
SCH_0224,C069,F007,R007,2026-09-22,11:00,12:00,scheduled,LMS
SCH_0225,C032,F050,R002,2026-09-25,09:00,10:00,scheduled,LMS
SCH_0226,C034,F009,R009,2026-09-28,16:00,17:00,scheduled,LMS
SCH_0227,C021,F030,R023,2026-09-27,14:00,15:00,scheduled,LMS
SCH_0228,C074,F005,R026,2026-10-02,15:00,16:00,scheduled,LMS
SCH_0229,C066,F020,R018,2026-10-01,12:00,13:00,scheduled,LMS
SCH_0230,C036,F014,R028,2026-09-27,11:00,12:00,scheduled,LMS
SCH_0231,C057,F030,R004,2026-10-04,11:00,12:00,scheduled,LMS
SCH_0232,C009,F022,R003,2026-09-22,12:00,13:00,scheduled,LMS
SCH_0233,C015,F024,R019,2026-10-02,15:00,16:00,scheduled,LMS
SCH_0234,C094,F030,R004,2026-09-21,10:00,11:00,scheduled,LMS
SCH_0235,C041,F040,R019,2026-09-22,12:00,13:00,scheduled,LMS
SCH_0236,C014,F034,R023,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0237,C060,F023,R019,2026-09-30,16:00,17:00,scheduled,LMS
SCH_0238,C052,F007,R003,2026-09-29,15:00,16:00,scheduled,LMS
SCH_0239,C089,F049,R015,2026-09-21,11:00,12:00,scheduled,LMS
SCH_0240,C058,F018,R020,2026-10-04,10:00,11:00,scheduled,LMS
SCH_0241,C029,F030,R019,2026-10-04,14:00,15:00,scheduled,LMS
SCH_0242,C047,F002,R016,2026-09-29,14:00,15:00,scheduled,LMS
SCH_0243,C014,F034,R018,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0244,C046,F050,R018,2026-10-01,14:00,15:00,scheduled,LMS
SCH_0245,C012,F047,R002,2026-10-02,17:00,18:00,scheduled,LMS
SCH_0246,C099,F046,R029,2026-09-23,15:00,16:00,scheduled,LMS
SCH_0247,C091,F041,R020,2026-09-25,17:00,18:00,scheduled,LMS
SCH_0248,C038,F049,R024,2026-10-04,11:00,12:00,scheduled,LMS
SCH_0249,C051,F026,R011,2026-10-01,09:00,10:00,scheduled,LMS
SCH_0250,C052,F007,R009,2026-09-25,17:00,18:00,scheduled,LMS
SCH_0251,C076,F008,R008,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0252,C012,F047,R001,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0253,C019,F040,R006,2026-09-28,15:00,16:00,scheduled,LMS
SCH_0254,C022,F043,R023,2026-09-27,12:00,13:00,scheduled,LMS
SCH_0255,C081,F045,R022,2026-09-30,14:00,15:00,scheduled,LMS
SCH_0256,C058,F018,R004,2026-09-30,09:00,10:00,scheduled,LMS
SCH_0257,C019,F040,R017,2026-09-25,16:00,17:00,scheduled,LMS
SCH_0258,C075,F010,R008,2026-09-26,10:00,11:00,scheduled,LMS
SCH_0259,C096,F004,R023,2026-10-04,14:00,15:00,scheduled,LMS
SCH_0260,C020,F019,R019,2026-09-25,14:00,15:00,scheduled,LMS
SCH_0261,C097,F049,R008,2026-09-25,16:00,17:00,scheduled,LMS
SCH_0262,C057,F030,R002,2026-10-02,15:00,16:00,scheduled,LMS
SCH_0263,C004,F040,R020,2026-09-28,14:00,15:00,scheduled,LMS
SCH_0264,C076,F008,R015,2026-09-29,10:00,11:00,scheduled,LMS
SCH_0265,C010,F044,R022,2026-10-03,14:00,15:00,scheduled,LMS
SCH_0266,C070,F001,R012,2026-10-02,15:00,16:00,scheduled,LMS
SCH_0267,C062,F032,R022,2026-09-23,15:00,16:00,scheduled,LMS
SCH_0268,C031,F011,R012,2026-09-23,16:00,17:00,scheduled,LMS
SCH_0269,C061,F036,R009,2026-09-25,16:00,17:00,scheduled,LMS
SCH_0270,C012,F047,R003,2026-09-26,09:00,10:00,scheduled,LMS
SCH_0271,C057,F030,R022,2026-09-29,12:00,13:00,scheduled,LMS
SCH_0272,C092,F022,R027,2026-09-21,14:00,15:00,scheduled,LMS
SCH_0273,C001,F035,R008,2026-09-24,10:00,11:00,scheduled,LMS
SCH_0274,C045,F048,R017,2026-09-28,14:00,15:00,scheduled,LMS
SCH_0275,C090,F031,R010,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0276,C039,F032,R018,2026-09-24,10:00,11:00,scheduled,LMS
SCH_0277,C033,F005,R027,2026-09-24,16:00,17:00,scheduled,LMS
SCH_0278,C065,F028,R030,2026-10-02,17:00,18:00,scheduled,LMS
SCH_0279,C061,F036,R009,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0280,C092,F022,R007,2026-09-29,12:00,13:00,scheduled,LMS
SCH_0281,C069,F007,R008,2026-09-30,12:00,13:00,scheduled,LMS
SCH_0282,C037,F049,R018,2026-09-28,17:00,18:00,scheduled,LMS
SCH_0283,C095,F033,R030,2026-09-28,11:00,12:00,scheduled,LMS
SCH_0284,C082,F045,R029,2026-10-02,17:00,18:00,scheduled,LMS
SCH_0285,C074,F005,R028,2026-10-02,10:00,11:00,scheduled,LMS
SCH_0286,C040,F043,R028,2026-09-26,14:00,15:00,scheduled,LMS
SCH_0287,C098,F029,R002,2026-10-04,11:00,12:00,scheduled,LMS
SCH_0288,C092,F022,R018,2026-09-23,14:00,15:00,scheduled,LMS
SCH_0289,C048,F037,R022,2026-09-22,11:00,12:00,scheduled,LMS
SCH_0290,C049,F039,R029,2026-09-26,09:00,10:00,scheduled,LMS
SCH_0291,C079,F049,R023,2026-10-02,12:00,13:00,scheduled,LMS
SCH_0292,C080,F016,R003,2026-10-04,12:00,13:00,scheduled,LMS
SCH_0293,C030,F040,R026,2026-09-25,10:00,11:00,scheduled,LMS
SCH_0294,C047,F002,R024,2026-09-23,14:00,15:00,scheduled,LMS
SCH_0295,C099,F046,R004,2026-09-28,11:00,12:00,scheduled,LMS
SCH_0296,C082,F045,R005,2026-09-23,12:00,13:00,scheduled,LMS
SCH_0297,C042,F006,R014,2026-10-04,17:00,18:00,scheduled,LMS
SCH_0298,C082,F045,R007,2026-09-23,09:00,10:00,scheduled,LMS
SCH_0299,C039,F032,R018,2026-09-28,14:00,15:00,scheduled,LMS
SCH_0300,C073,F022,R025,2026-09-22,17:00,18:00,scheduled,LMS
SCH_0301,C010,F044,R004,2026-09-26,12:00,13:00,scheduled,LMS
SCH_0302,C069,F007,R001,2026-10-04,17:00,18:00,scheduled,LMS
SCH_0303,C063,F029,R001,2026-09-21,09:00,10:00,scheduled,LMS
SCH_0304,C098,F029,R019,2026-10-04,16:00,17:00,scheduled,LMS
SCH_0305,C039,F032,R005,2026-09-24,11:00,12:00,scheduled,LMS
SCH_0306,C055,F007,R026,2026-09-24,17:00,18:00,scheduled,LMS
SCH_0307,C096,F004,R001,2026-09-28,12:00,13:00,scheduled,LMS
SCH_0308,C090,F031,R001,2026-09-24,15:00,16:00,scheduled,LMS
SCH_0309,C082,F045,R006,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0310,C050,F007,R014,2026-09-21,15:00,16:00,scheduled,LMS
SCH_0311,C073,F022,R003,2026-09-29,12:00,13:00,scheduled,LMS
SCH_0312,C052,F007,R029,2026-10-01,17:00,18:00,scheduled,LMS
SCH_0313,C006,F043,R010,2026-09-26,15:00,16:00,scheduled,LMS
SCH_0314,C047,F002,R001,2026-10-01,11:00,12:00,scheduled,LMS
SCH_0315,C034,F009,R029,2026-09-27,12:00,13:00,scheduled,LMS
SCH_0316,C095,F033,R005,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0317,C058,F018,R019,2026-09-29,14:00,15:00,scheduled,LMS
SCH_0318,C062,F032,R010,2026-10-03,15:00,16:00,scheduled,LMS
SCH_0319,C035,F005,R027,2026-09-22,09:00,10:00,scheduled,LMS
SCH_0320,C089,F049,R013,2026-09-29,15:00,16:00,scheduled,LMS
SCH_0321,C037,F049,R022,2026-10-03,10:00,11:00,scheduled,LMS
SCH_0322,C069,F007,R026,2026-09-29,10:00,11:00,scheduled,LMS
SCH_0323,C040,F043,R009,2026-09-22,14:00,15:00,scheduled,LMS
SCH_0324,C074,F005,R010,2026-09-23,10:00,11:00,scheduled,LMS
SCH_0325,C075,F010,R017,2026-09-28,12:00,13:00,scheduled,LMS
SCH_0326,C053,F037,R017,2026-09-25,11:00,12:00,scheduled,LMS
SCH_0327,C010,F044,R016,2026-10-03,09:00,10:00,scheduled,LMS
SCH_0328,C044,F018,R027,2026-09-27,14:00,15:00,scheduled,LMS
SCH_0329,C033,F005,R018,2026-09-24,12:00,13:00,scheduled,LMS
SCH_0330,C040,F043,R005,2026-10-01,15:00,16:00,scheduled,LMS
SCH_0331,C073,F022,R028,2026-09-26,12:00,13:00,scheduled,LMS
SCH_0332,C010,F044,R014,2026-10-03,14:00,15:00,scheduled,LMS
SCH_0333,C083,F041,R017,2026-09-24,12:00,13:00,scheduled,LMS
SCH_0334,C042,F006,R021,2026-09-25,17:00,18:00,scheduled,LMS
SCH_0335,C050,F007,R030,2026-10-02,10:00,11:00,scheduled,LMS
SCH_0336,C014,F034,R021,2026-10-03,17:00,18:00,scheduled,LMS
SCH_0337,C025,F030,R005,2026-09-23,09:00,10:00,scheduled,LMS
SCH_0338,C003,F023,R012,2026-09-25,09:00,10:00,scheduled,LMS
SCH_0339,C022,F043,R024,2026-10-04,12:00,13:00,scheduled,LMS
SCH_0340,C100,F015,R017,2026-09-23,14:00,15:00,scheduled,LMS
SCH_0341,C042,F006,R026,2026-09-23,14:00,15:00,scheduled,LMS
SCH_0342,C042,F006,R022,2026-10-03,12:00,13:00,scheduled,LMS
SCH_0343,C088,F048,R021,2026-10-04,09:00,10:00,scheduled,LMS
SCH_0344,C099,F046,R020,2026-10-04,09:00,10:00,scheduled,LMS
SCH_0345,C100,F015,R025,2026-09-30,10:00,11:00,scheduled,LMS
SCH_0346,C008,F023,R016,2026-10-01,17:00,18:00,scheduled,LMS
SCH_0347,C088,F048,R014,2026-09-24,10:00,11:00,scheduled,LMS
SCH_0348,C062,F032,R025,2026-09-27,12:00,13:00,scheduled,LMS
