student_id,course_id,relationship
S0690,C004,ENROLLED_IN
S0830,C004,ENROLLED_IN
S0894,C004,ENROLLED_IN
S0596,C004,ENROLLED_IN
S0247,C004,ENROLLED_IN
S0399,C004,ENROLLED_IN
S0881,C004,ENROLLED_IN
S0900,C004,ENROLLED_IN
S0534,C004,ENROLLED_IN
S0444,C004,ENROLLED_IN
S0582,C004,ENROLLED_IN
S0344,C004,ENROLLED_IN
S0471,C004,ENROLLED_IN
S0597,C004,ENROLLED_IN
S0217,C004,ENROLLED_IN
S0205,C004,ENROLLED_IN
S0110,C004,ENROLLED_IN
S0738,C004,ENROLLED_IN
S0613,C004,ENROLLED_IN
S0749,C004,ENROLLED_IN
S0577,C004,ENROLLED_IN
S0759,C004,ENROLLED_IN
S0487,C004,ENROLLED_IN
S0045,C004,ENROLLED_IN
S0963,C004,ENROLLED_IN
S0717,C004,ENROLLED_IN
S0323,C004,ENROLLED_IN
S0862,C004,ENROLLED_IN
S0574,C004,ENROLLED_IN
S0403,C004,ENROLLED_IN
S0208,C004,ENROLLED_IN
S0012,C004,ENROLLED_IN
S0675,C004,ENROLLED_IN
S0406,C004,ENROLLED_IN
S0977,C004,ENROLLED_IN
S0294,C004,ENROLLED_IN
S0673,C004,ENROLLED_IN
S0246,C004,ENROLLED_IN
S0743,C004,ENROLLED_IN
S0672,C004,ENROLLED_IN
S0129,C004,ENROLLED_IN
S0483,C004,ENROLLED_IN
S0567,C004,ENROLLED_IN
S0971,C004,ENROLLED_IN
S0288,C004,ENROLLED_IN
S0053,C004,ENROLLED_IN
S0425,C004,ENROLLED_IN
S0735,C004,ENROLLED_IN
S0168,C004,ENROLLED_IN
S0846,C004,ENROLLED_IN
S0150,C004,ENROLLED_IN
S0983,C004,ENROLLED_IN
S0579,C004,ENROLLED_IN
S0811,C004,ENROLLED_IN
S0234,C004,ENROLLED_IN
S0686,C004,ENROLLED_IN
S0076,C004,ENROLLED_IN
S0863,C004,ENROLLED_IN
S0564,C004,ENROLLED_IN
S0104,C004,ENROLLED_IN
S0439,C004,ENROLLED_IN
S0396,C005,ENROLLED_IN
S0185,C005,ENROLLED_IN
S0401,C005,ENROLLED_IN
S0089,C005,ENROLLED_IN
S0310,C005,ENROLLED_IN
S0946,C005,ENROLLED_IN
S0447,C005,ENROLLED_IN
S0635,C005,ENROLLED_IN
S0789,C005,ENROLLED_IN
S0082,C005,ENROLLED_IN
S0507,C005,ENROLLED_IN
S0436,C005,ENROLLED_IN
S0972,C005,ENROLLED_IN
S0331,C005,ENROLLED_IN
S0611,C005,ENROLLED_IN
S0313,C005,ENROLLED_IN
S0364,C005,ENROLLED_IN
S0161,C005,ENROLLED_IN
S0301,C005,ENROLLED_IN
S0553,C005,ENROLLED_IN
S0785,C005,ENROLLED_IN
S0253,C005,ENROLLED_IN
S0201,C005,ENROLLED_IN
S0824,C005,ENROLLED_IN
S0966,C005,ENROLLED_IN
S0180,C005,ENROLLED_IN
S0390,C005,ENROLLED_IN
S0546,C005,ENROLLED_IN
S0905,C005,ENROLLED_IN
S0709,C005,ENROLLED_IN
S0196,C005,ENROLLED_IN
S0647,C005,ENROLLED_IN
S0828,C005,ENROLLED_IN
S0842,C005,ENROLLED_IN
S0935,C005,ENROLLED_IN
S0868,C005,ENROLLED_IN
S0288,C005,ENROLLED_IN
S0138,C005,ENROLLED_IN
S0721,C005,ENROLLED_IN
S0096,C006,ENROLLED_IN
S0001,C006,ENROLLED_IN
S0734,C006,ENROLLED_IN
S0327,C006,ENROLLED_IN
S0640,C006,ENROLLED_IN
S0876,C006,ENROLLED_IN
S0928,C006,ENROLLED_IN
S0173,C006,ENROLLED_IN
S0717,C006,ENROLLED_IN
S0446,C006,ENROLLED_IN
S0074,C006,ENROLLED_IN
S0631,C006,ENROLLED_IN
S0012,C006,ENROLLED_IN
S0837,C006,ENROLLED_IN
S0148,C006,ENROLLED_IN
S0080,C006,ENROLLED_IN
S0105,C006,ENROLLED_IN
S0843,C006,ENROLLED_IN
S0367,C006,ENROLLED_IN
S0397,C006,ENROLLED_IN
S0818,C006,ENROLLED_IN
S0342,C006,ENROLLED_IN
S0179,C006,ENROLLED_IN
S0682,C006,ENROLLED_IN
S0202,C006,ENROLLED_IN
S0070,C007,ENROLLED_IN
S0274,C007,ENROLLED_IN
S0489,C007,ENROLLED_IN
S0963,C007,ENROLLED_IN
S0964,C007,ENROLLED_IN
S0956,C007,ENROLLED_IN
S0953,C007,ENROLLED_IN
S0634,C007,ENROLLED_IN
S0482,C007,ENROLLED_IN
S0660,C007,ENROLLED_IN
S0794,C007,ENROLLED_IN
S0781,C007,ENROLLED_IN
S0851,C007,ENROLLED_IN
S0153,C007,ENROLLED_IN
S0313,C007,ENROLLED_IN
S0782,C007,ENROLLED_IN
S0676,C007,ENROLLED_IN
S0680,C007,ENROLLED_IN
S0230,C007,ENROLLED_IN
S0773,C007,ENROLLED_IN
S0883,C007,ENROLLED_IN
S0874,C007,ENROLLED_IN
S0569,C007,ENROLLED_IN
S0507,C007,ENROLLED_IN
S0764,C007,ENROLLED_IN
S0812,C007,ENROLLED_IN
S0665,C007,ENROLLED_IN
S0247,C007,ENROLLED_IN
S0014,C007,ENROLLED_IN
S0948,C007,ENROLLED_IN
S0213,C007,ENROLLED_IN
S0738,C007,ENROLLED_IN
S0074,C007,ENROLLED_IN
S0998,C007,ENROLLED_IN
S0985,C007,ENROLLED_IN
S0526,C007,ENROLLED_IN
S0877,C007,ENROLLED_IN
S0401,C007,ENROLLED_IN
S0775,C007,ENROLLED_IN
S0031,C007,ENROLLED_IN
S0264,C007,ENROLLED_IN
S0380,C007,ENROLLED_IN
S0246,C007,ENROLLED_IN
S0811,C007,ENROLLED_IN
S0428,C007,ENROLLED_IN
S0136,C007,ENROLLED_IN
S0390,C007,ENROLLED_IN
S0684,C007,ENROLLED_IN
S0292,C007,ENROLLED_IN
S0573,C007,ENROLLED_IN
S0049,C008,ENROLLED_IN
S0565,C008,ENROLLED_IN
S0817,C008,ENROLLED_IN
S0317,C008,ENROLLED_IN
S0545,C008,ENROLLED_IN
S0477,C008,ENROLLED_IN
S0166,C008,ENROLLED_IN
S0193,C008,ENROLLED_IN
S0240,C008,ENROLLED_IN
S0112,C008,ENROLLED_IN
S0053,C008,ENROLLED_IN
S0825,C008,ENROLLED_IN
S0334,C008,ENROLLED_IN
S0967,C008,ENROLLED_IN
S0393,C008,ENROLLED_IN
S0930,C008,ENROLLED_IN
S0336,C008,ENROLLED_IN
S0170,C008,ENROLLED_IN
S0753,C008,ENROLLED_IN
S0977,C008,ENROLLED_IN
S0656,C008,ENROLLED_IN
S0524,C008,ENROLLED_IN
S0066,C008,ENROLLED_IN
S0260,C008,ENROLLED_IN
S0283,C008,ENROLLED_IN
S0549,C008,ENROLLED_IN
S0982,C009,ENROLLED_IN
S0091,C009,ENROLLED_IN
S0436,C009,ENROLLED_IN
S0097,C009,ENROLLED_IN
S0007,C009,ENROLLED_IN
S0941,C009,ENROLLED_IN
S0996,C009,ENROLLED_IN
S0060,C009,ENROLLED_IN
S0566,C009,ENROLLED_IN
S0325,C009,ENROLLED_IN
S0081,C009,ENROLLED_IN
S0399,C009,ENROLLED_IN
S0939,C009,ENROLLED_IN
S0286,C009,ENROLLED_IN
S0894,C009,ENROLLED_IN
S0702,C009,ENROLLED_IN
S0563,C009,ENROLLED_IN
S0845,C009,ENROLLED_IN
S0799,C009,ENROLLED_IN
S0761,C009,ENROLLED_IN
S0437,C009,ENROLLED_IN
S0020,C009,ENROLLED_IN
S0661,C009,ENROLLED_IN
S0979,C009,ENROLLED_IN
S0659,C009,ENROLLED_IN
S0712,C009,ENROLLED_IN
S0294,C009,ENROLLED_IN
S0896,C009,ENROLLED_IN
S0544,C009,ENROLLED_IN
S0843,C009,ENROLLED_IN
S0132,C009,ENROLLED_IN
S0633,C009,ENROLLED_IN
S0014,C009,ENROLLED_IN
S0789,C009,ENROLLED_IN
S0173,C009,ENROLLED_IN
S0614,C009,ENROLLED_IN
S0498,C009,ENROLLED_IN
S0361,C009,ENROLLED_IN
S0956,C009,ENROLLED_IN
S0153,C009,ENROLLED_IN
S0703,C009,ENROLLED_IN
S0630,C009,ENROLLED_IN
S0621,C009,ENROLLED_IN
S0126,C009,ENROLLED_IN
S0013,C009,ENROLLED_IN
S0319,C009,ENROLLED_IN
S0607,C009,ENROLLED_IN
S0224,C009,ENROLLED_IN
S0102,C010,ENROLLED_IN
S0573,C010,ENROLLED_IN
S0173,C010,ENROLLED_IN
S0229,C010,ENROLLED_IN
S0326,C010,ENROLLED_IN
S0088,C010,ENROLLED_IN
S0949,C010,ENROLLED_IN
S0294,C010,ENROLLED_IN
S0362,C010,ENROLLED_IN
S0574,C010,ENROLLED_IN
S0277,C010,ENROLLED_IN
S0371,C010,ENROLLED_IN
S0170,C010,ENROLLED_IN
S0068,C010,ENROLLED_IN
S0266,C010,ENROLLED_IN
S0407,C010,ENROLLED_IN
S0373,C010,ENROLLED_IN
S0413,C010,ENROLLED_IN
S0710,C010,ENROLLED_IN
S0129,C010,ENROLLED_IN
S0484,C010,ENROLLED_IN
S0333,C010,ENROLLED_IN
S0004,C010,ENROLLED_IN
S0766,C010,ENROLLED_IN
S0799,C010,ENROLLED_IN
S0937,C010,ENROLLED_IN
S0046,C010,ENROLLED_IN
S0726,C010,ENROLLED_IN
S0472,C010,ENROLLED_IN
S0055,C011,ENROLLED_IN
S0388,C011,ENROLLED_IN
S0420,C011,ENROLLED_IN
S0713,C011,ENROLLED_IN
S0664,C011,ENROLLED_IN
S0520,C011,ENROLLED_IN
S0204,C011,ENROLLED_IN
S0095,C011,ENROLLED_IN
S0931,C011,ENROLLED_IN
S0468,C011,ENROLLED_IN
S0822,C011,ENROLLED_IN
S0842,C011,ENROLLED_IN
S0416,C011,ENROLLED_IN
S0219,C011,ENROLLED_IN
S0686,C011,ENROLLED_IN
S0432,C011,ENROLLED_IN
S0014,C011,ENROLLED_IN
S0510,C011,ENROLLED_IN
S0190,C011,ENROLLED_IN
S0493,C011,ENROLLED_IN
S0750,C011,ENROLLED_IN
S0565,C011,ENROLLED_IN
S0581,C011,ENROLLED_IN
S0684,C011,ENROLLED_IN
S0909,C011,ENROLLED_IN
S0148,C011,ENROLLED_IN
S0763,C011,ENROLLED_IN
S0599,C011,ENROLLED_IN
S0871,C011,ENROLLED_IN
S0101,C011,ENROLLED_IN
S0632,C011,ENROLLED_IN
S0924,C011,ENROLLED_IN
S0652,C011,ENROLLED_IN
S0695,C011,ENROLLED_IN
S0546,C011,ENROLLED_IN
S0794,C011,ENROLLED_IN
S0737,C011,ENROLLED_IN
S0053,C011,ENROLLED_IN
S0429,C011,ENROLLED_IN
S0781,C011,ENROLLED_IN
S0693,C011,ENROLLED_IN
S0006,C011,ENROLLED_IN
S0875,C011,ENROLLED_IN
S0674,C011,ENROLLED_IN
S0197,C011,ENROLLED_IN
S0715,C011,ENROLLED_IN
S0952,C011,ENROLLED_IN
S0882,C011,ENROLLED_IN
S0299,C011,ENROLLED_IN
S0853,C011,ENROLLED_IN
S0982,C011,ENROLLED_IN
S0398,C011,ENROLLED_IN
S0421,C011,ENROLLED_IN
S0884,C011,ENROLLED_IN
S0811,C011,ENROLLED_IN
S0244,C011,ENROLLED_IN
S0328,C011,ENROLLED_IN
S0886,C011,ENROLLED_IN
S0718,C011,ENROLLED_IN
S0465,C011,ENROLLED_IN
S0947,C011,ENROLLED_IN
S0873,C011,ENROLLED_IN
S0041,C011,ENROLLED_IN
S0224,C011,ENROLLED_IN
S0586,C011,ENROLLED_IN
S0913,C011,ENROLLED_IN
S0128,C011,ENROLLED_IN
S0921,C011,ENROLLED_IN
S0558,C011,ENROLLED_IN
S0883,C011,ENROLLED_IN
S0671,C011,ENROLLED_IN
S0880,C011,ENROLLED_IN
S0275,C011,ENROLLED_IN
S0302,C011,ENROLLED_IN
S0699,C011,ENROLLED_IN
S0131,C011,ENROLLED_IN
S0912,C011,ENROLLED_IN
S0142,C011,ENROLLED_IN
S0230,C011,ENROLLED_IN
S0929,C011,ENROLLED_IN
S0808,C011,ENROLLED_IN
S0529,C011,ENROLLED_IN
S0443,C011,ENROLLED_IN
S0902,C012,ENROLLED_IN
S0845,C012,ENROLLED_IN
S0200,C012,ENROLLED_IN
S0010,C012,ENROLLED_IN
S0461,C012,ENROLLED_IN
S0855,C012,ENROLLED_IN
S0053,C012,ENROLLED_IN
S0016,C012,ENROLLED_IN
S0399,C012,ENROLLED_IN
S0877,C012,ENROLLED_IN
S0989,C012,ENROLLED_IN
S0158,C012,ENROLLED_IN
S0367,C012,ENROLLED_IN
S0240,C012,ENROLLED_IN
S0198,C012,ENROLLED_IN
S0194,C012,ENROLLED_IN
S0141,C012,ENROLLED_IN
S0044,C012,ENROLLED_IN
S0725,C012,ENROLLED_IN
S0595,C012,ENROLLED_IN
S0580,C012,ENROLLED_IN
S0494,C012,ENROLLED_IN
S0082,C012,ENROLLED_IN
S0602,C012,ENROLLED_IN
S0135,C012,ENROLLED_IN
S0235,C012,ENROLLED_IN
S0628,C012,ENROLLED_IN
S0294,C012,ENROLLED_IN
S0344,C012,ENROLLED_IN
S0760,C012,ENROLLED_IN
S0836,C012,ENROLLED_IN
S0699,C012,ENROLLED_IN
S0468,C012,ENROLLED_IN
S0970,C012,ENROLLED_IN
S0239,C012,ENROLLED_IN
S0408,C012,ENROLLED_IN
S0167,C012,ENROLLED_IN
S0424,C012,ENROLLED_IN
S0176,C012,ENROLLED_IN
S0577,C012,ENROLLED_IN
S0361,C012,ENROLLED_IN
S0202,C012,ENROLLED_IN
S0977,C012,ENROLLED_IN
S0527,C012,ENROLLED_IN
S0371,C012,ENROLLED_IN
S0059,C012,ENROLLED_IN
S0153,C012,ENROLLED_IN
S0528,C012,ENROLLED_IN
S0372,C012,ENROLLED_IN
S0061,C012,ENROLLED_IN
S0348,C012,ENROLLED_IN
S0145,C012,ENROLLED_IN
S0165,C013,ENROLLED_IN
S0392,C013,ENROLLED_IN
S0425,C013,ENROLLED_IN
S0568,C013,ENROLLED_IN
S0741,C013,ENROLLED_IN
S0399,C013,ENROLLED_IN
S0863,C013,ENROLLED_IN
S0302,C013,ENROLLED_IN
S0665,C013,ENROLLED_IN
S0368,C013,ENROLLED_IN
S0050,C013,ENROLLED_IN
S0261,C013,ENROLLED_IN
S0324,C013,ENROLLED_IN
S0088,C013,ENROLLED_IN
S0203,C013,ENROLLED_IN
S0486,C013,ENROLLED_IN
S0779,C013,ENROLLED_IN
S0869,C013,ENROLLED_IN
S0026,C013,ENROLLED_IN
S0202,C013,ENROLLED_IN
S0056,C013,ENROLLED_IN
S0477,C013,ENROLLED_IN
S0981,C013,ENROLLED_IN
S0117,C013,ENROLLED_IN
S0467,C013,ENROLLED_IN
S0308,C013,ENROLLED_IN
S0991,C013,ENROLLED_IN
S0806,C013,ENROLLED_IN
S0745,C013,ENROLLED_IN
S0346,C013,ENROLLED_IN
S0643,C013,ENROLLED_IN
S0522,C013,ENROLLED_IN
S0109,C013,ENROLLED_IN
S0362,C013,ENROLLED_IN
S0513,C013,ENROLLED_IN
S0298,C013,ENROLLED_IN
S0022,C013,ENROLLED_IN
S0856,C013,ENROLLED_IN
S0140,C013,ENROLLED_IN
S0613,C013,ENROLLED_IN
S0619,C013,ENROLLED_IN
S0294,C013,ENROLLED_IN
S0317,C013,ENROLLED_IN
S0013,C013,ENROLLED_IN
S0731,C013,ENROLLED_IN
S0704,C013,ENROLLED_IN
S0124,C013,ENROLLED_IN
S0928,C013,ENROLLED_IN
S0752,C013,ENROLLED_IN
S0466,C013,ENROLLED_IN
S0905,C013,ENROLLED_IN
S0434,C013,ENROLLED_IN
S0355,C013,ENROLLED_IN
S0726,C013,ENROLLED_IN
S0127,C013,ENROLLED_IN
S0215,C013,ENROLLED_IN
S0031,C013,ENROLLED_IN
S0153,C013,ENROLLED_IN
S0161,C014,ENROLLED_IN
S0271,C014,ENROLLED_IN
S0125,C014,ENROLLED_IN
S0166,C014,ENROLLED_IN
S0788,C014,ENROLLED_IN
S0169,C014,ENROLLED_IN
S0486,C014,ENROLLED_IN
S0213,C014,ENROLLED_IN
S0298,C014,ENROLLED_IN
S0638,C014,ENROLLED_IN
S0091,C014,ENROLLED_IN
S0913,C014,ENROLLED_IN
S0691,C014,ENROLLED_IN
S0143,C014,ENROLLED_IN
S0801,C014,ENROLLED_IN
S0634,C014,ENROLLED_IN
S0452,C014,ENROLLED_IN
S0521,C014,ENROLLED_IN
S0693,C014,ENROLLED_IN
S0435,C014,ENROLLED_IN
S0873,C014,ENROLLED_IN
S0915,C014,ENROLLED_IN
S0339,C014,ENROLLED_IN
S0236,C014,ENROLLED_IN
S0550,C014,ENROLLED_IN
S0449,C014,ENROLLED_IN
S0331,C014,ENROLLED_IN
S0954,C014,ENROLLED_IN
S0604,C014,ENROLLED_IN
S0578,C014,ENROLLED_IN
S0576,C014,ENROLLED_IN
S0930,C014,ENROLLED_IN
S0690,C014,ENROLLED_IN
S0766,C014,ENROLLED_IN
S0333,C014,ENROLLED_IN
S0652,C014,ENROLLED_IN
S0054,C014,ENROLLED_IN
S0512,C014,ENROLLED_IN
S0607,C014,ENROLLED_IN
S0229,C014,ENROLLED_IN
S0631,C014,ENROLLED_IN
S0916,C014,ENROLLED_IN
S0249,C014,ENROLLED_IN
S0920,C014,ENROLLED_IN
S0726,C015,ENROLLED_IN
S0135,C015,ENROLLED_IN
S0882,C015,ENROLLED_IN
S0544,C015,ENROLLED_IN
S0716,C015,ENROLLED_IN
S0938,C015,ENROLLED_IN
S0815,C015,ENROLLED_IN
S0258,C015,ENROLLED_IN
S0028,C015,ENROLLED_IN
S0171,C015,ENROLLED_IN
S0751,C015,ENROLLED_IN
S0473,C015,ENROLLED_IN
S0957,C015,ENROLLED_IN
S0993,C015,ENROLLED_IN
S0125,C015,ENROLLED_IN
S0783,C015,ENROLLED_IN
S0845,C015,ENROLLED_IN
S0936,C015,ENROLLED_IN
S0366,C015,ENROLLED_IN
S0412,C015,ENROLLED_IN
S0370,C015,ENROLLED_IN
S0577,C015,ENROLLED_IN
S0700,C015,ENROLLED_IN
S0836,C015,ENROLLED_IN
S0886,C015,ENROLLED_IN
S0539,C015,ENROLLED_IN
S0379,C015,ENROLLED_IN
S0297,C015,ENROLLED_IN
S0185,C015,ENROLLED_IN
S0555,C015,ENROLLED_IN
S0804,C015,ENROLLED_IN
S0198,C015,ENROLLED_IN
S0979,C015,ENROLLED_IN
S0874,C015,ENROLLED_IN
S0077,C015,ENROLLED_IN
S0103,C015,ENROLLED_IN
S0488,C015,ENROLLED_IN
S0980,C015,ENROLLED_IN
S0696,C015,ENROLLED_IN
S0222,C015,ENROLLED_IN
S0939,C015,ENROLLED_IN
S0457,C015,ENROLLED_IN
S0468,C015,ENROLLED_IN
S0323,C015,ENROLLED_IN
S0645,C015,ENROLLED_IN
S0908,C015,ENROLLED_IN
S0093,C015,ENROLLED_IN
S0012,C015,ENROLLED_IN
S0879,C015,ENROLLED_IN
S0334,C015,ENROLLED_IN
S0941,C015,ENROLLED_IN
S0975,C015,ENROLLED_IN
S0896,C015,ENROLLED_IN
S0655,C015,ENROLLED_IN
S0712,C015,ENROLLED_IN
S0864,C015,ENROLLED_IN
S0376,C015,ENROLLED_IN
S0271,C015,ENROLLED_IN
S0619,C015,ENROLLED_IN
S0825,C015,ENROLLED_IN
S0601,C015,ENROLLED_IN
S0714,C015,ENROLLED_IN
S0992,C015,ENROLLED_IN
S0016,C015,ENROLLED_IN
S0085,C015,ENROLLED_IN
S0553,C015,ENROLLED_IN
S0484,C015,ENROLLED_IN
S0582,C015,ENROLLED_IN
S0148,C015,ENROLLED_IN
S0409,C015,ENROLLED_IN
S0832,C015,ENROLLED_IN
S0433,C015,ENROLLED_IN
S0907,C015,ENROLLED_IN
S0010,C015,ENROLLED_IN
S0280,C015,ENROLLED_IN
S0153,C015,ENROLLED_IN
S0559,C015,ENROLLED_IN
S0901,C015,ENROLLED_IN
S0798,C015,ENROLLED_IN
S0402,C015,ENROLLED_IN
S0212,C015,ENROLLED_IN
S0154,C015,ENROLLED_IN
S0831,C015,ENROLLED_IN
S0115,C016,ENROLLED_IN
S0887,C016,ENROLLED_IN
S0232,C016,ENROLLED_IN
S0991,C016,ENROLLED_IN
S0627,C016,ENROLLED_IN
S0363,C016,ENROLLED_IN
S0071,C016,ENROLLED_IN
S0501,C016,ENROLLED_IN
S0972,C016,ENROLLED_IN
S0040,C016,ENROLLED_IN
S0522,C016,ENROLLED_IN
S0847,C016,ENROLLED_IN
S0511,C016,ENROLLED_IN
S0136,C016,ENROLLED_IN
S0192,C016,ENROLLED_IN
S0793,C016,ENROLLED_IN
S0548,C016,ENROLLED_IN
S0759,C016,ENROLLED_IN
S0470,C016,ENROLLED_IN
S0563,C016,ENROLLED_IN
S0106,C016,ENROLLED_IN
S0612,C016,ENROLLED_IN
S0982,C016,ENROLLED_IN
S0091,C016,ENROLLED_IN
S0116,C016,ENROLLED_IN
S0166,C016,ENROLLED_IN
S0454,C016,ENROLLED_IN
S0756,C016,ENROLLED_IN
