resource_id,date,start_time,end_time,available
ROOM_R013,2026-10-04,09:00,13:00,True
ROOM_R014,2026-09-21,08:00,18:00,True
ROOM_R014,2026-09-22,08:00,18:00,True
ROOM_R014,2026-09-23,08:00,18:00,True
ROOM_R014,2026-09-24,08:00,18:00,True
ROOM_R014,2026-09-25,08:00,18:00,True
ROOM_R014,2026-09-26,09:00,13:00,True
ROOM_R014,2026-09-27,09:00,13:00,True
ROOM_R014,2026-09-28,08:00,18:00,True
ROOM_R014,2026-09-29,08:00,18:00,True
ROOM_R014,2026-09-30,08:00,18:00,True
ROOM_R014,2026-10-01,08:00,18:00,True
ROOM_R014,2026-10-02,08:00,18:00,True
ROOM_R014,2026-10-03,09:00,13:00,True
ROOM_R014,2026-10-04,09:00,13:00,True
ROOM_R015,2026-09-21,08:00,18:00,True
ROOM_R015,2026-09-22,08:00,18:00,True
ROOM_R015,2026-09-23,08:00,18:00,True
ROOM_R015,2026-09-24,08:00,18:00,True
ROOM_R015,2026-09-25,08:00,18:00,True
ROOM_R015,2026-09-26,09:00,13:00,True
ROOM_R015,2026-09-27,09:00,13:00,True
ROOM_R015,2026-09-28,08:00,18:00,True
ROOM_R015,2026-09-29,08:00,18:00,True
ROOM_R015,2026-09-30,08:00,18:00,True
ROOM_R015,2026-10-01,08:00,18:00,True
ROOM_R015,2026-10-02,08:00,18:00,True
ROOM_R015,2026-10-03,09:00,13:00,True
ROOM_R015,2026-10-04,09:00,13:00,True
ROOM_R016,2026-09-21,08:00,18:00,True
ROOM_R016,2026-09-22,08:00,18:00,True
ROOM_R016,2026-09-23,08:00,18:00,True
ROOM_R016,2026-09-24,08:00,18:00,True
ROOM_R016,2026-09-25,08:00,18:00,True
ROOM_R016,2026-09-26,09:00,13:00,True
ROOM_R016,2026-09-27,09:00,13:00,True
ROOM_R016,2026-09-28,08:00,18:00,True
ROOM_R016,2026-09-29,08:00,18:00,True
ROOM_R016,2026-09-30,08:00,18:00,True
ROOM_R016,2026-10-01,08:00,18:00,True
ROOM_R016,2026-10-02,08:00,18:00,True
ROOM_R016,2026-10-03,09:00,13:00,True
ROOM_R016,2026-10-04,09:00,13:00,True
ROOM_R017,2026-09-21,08:00,18:00,True
ROOM_R017,2026-09-22,08:00,18:00,True
ROOM_R017,2026-09-23,08:00,18:00,True
ROOM_R017,2026-09-24,08:00,18:00,True
ROOM_R017,2026-09-25,08:00,18:00,True
ROOM_R017,2026-09-26,09:00,13:00,True
ROOM_R017,2026-09-27,09:00,13:00,True
ROOM_R017,2026-09-28,08:00,18:00,True
ROOM_R017,2026-09-29,08:00,18:00,True
ROOM_R017,2026-09-30,08:00,18:00,True
ROOM_R017,2026-10-01,08:00,18:00,True
ROOM_R017,2026-10-02,08:00,18:00,True
ROOM_R017,2026-10-03,09:00,13:00,True
ROOM_R017,2026-10-04,09:00,13:00,True
ROOM_R018,2026-09-21,08:00,18:00,True
ROOM_R018,2026-09-22,08:00,18:00,True
ROOM_R018,2026-09-23,08:00,18:00,True
ROOM_R018,2026-09-24,08:00,18:00,True
ROOM_R018,2026-09-25,08:00,18:00,True
ROOM_R018,2026-09-26,09:00,13:00,True
ROOM_R018,2026-09-27,09:00,13:00,True
ROOM_R018,2026-09-28,08:00,18:00,True
ROOM_R018,2026-09-29,08:00,18:00,True
ROOM_R018,2026-09-30,08:00,18:00,True
ROOM_R018,2026-10-01,08:00,18:00,True
ROOM_R018,2026-10-02,08:00,18:00,True
ROOM_R018,2026-10-03,09:00,13:00,True
ROOM_R018,2026-10-04,09:00,13:00,True
ROOM_R019,2026-09-21,08:00,18:00,True
ROOM_R019,2026-09-22,08:00,18:00,True
ROOM_R019,2026-09-23,08:00,18:00,True
ROOM_R019,2026-09-24,08:00,18:00,True
ROOM_R019,2026-09-25,08:00,18:00,True
ROOM_R019,2026-09-26,09:00,13:00,True
ROOM_R019,2026-09-27,09:00,13:00,True
ROOM_R019,2026-09-28,08:00,18:00,True
ROOM_R019,2026-09-29,08:00,18:00,True
ROOM_R019,2026-09-30,08:00,18:00,True
ROOM_R019,2026-10-01,08:00,18:00,True
ROOM_R019,2026-10-02,08:00,18:00,True
ROOM_R019,2026-10-03,09:00,13:00,True
ROOM_R019,2026-10-04,09:00,13:00,True
ROOM_R020,2026-09-21,08:00,18:00,True
ROOM_R020,2026-09-22,08:00,18:00,True
ROOM_R020,2026-09-23,08:00,18:00,True
ROOM_R020,2026-09-24,08:00,18:00,True
ROOM_R020,2026-09-25,08:00,18:00,True
ROOM_R020,2026-09-26,09:00,13:00,True
ROOM_R020,2026-09-27,09:00,13:00,True
ROOM_R020,2026-09-28,08:00,18:00,True
ROOM_R020,2026-09-29,08:00,18:00,True
ROOM_R020,2026-09-30,08:00,18:00,True
ROOM_R020,2026-10-01,08:00,18:00,True
ROOM_R020,2026-10-02,08:00,18:00,True
ROOM_R020,2026-10-03,09:00,13:00,True
ROOM_R020,2026-10-04,09:00,13:00,True
ROOM_R021,2026-09-21,08:00,18:00,True
ROOM_R021,2026-09-22,08:00,18:00,True
ROOM_R021,2026-09-23,08:00,18:00,True
ROOM_R021,2026-09-24,08:00,18:00,True
ROOM_R021,2026-09-25,08:00,18:00,True
ROOM_R021,2026-09-26,09:00,13:00,True
ROOM_R021,2026-09-27,09:00,13:00,True
ROOM_R021,2026-09-28,08:00,18:00,True
ROOM_R021,2026-09-29,08:00,18:00,True
ROOM_R021,2026-09-30,08:00,18:00,True
ROOM_R021,2026-10-01,08:00,18:00,True
ROOM_R021,2026-10-02,08:00,18:00,True
ROOM_R021,2026-10-03,09:00,13:00,True
ROOM_R021,2026-10-04,09:00,13:00,True
ROOM_R022,2026-09-21,08:00,18:00,True
ROOM_R022,2026-09-22,08:00,18:00,True
ROOM_R022,2026-09-23,08:00,18:00,True
ROOM_R022,2026-09-24,08:00,18:00,True
ROOM_R022,2026-09-25,08:00,18:00,True
ROOM_R022,2026-09-26,09:00,13:00,True
ROOM_R022,2026-09-27,09:00,13:00,True
ROOM_R022,2026-09-28,08:00,18:00,True
ROOM_R022,2026-09-29,08:00,18:00,True
ROOM_R022,2026-09-30,08:00,18:00,True
ROOM_R022,2026-10-01,08:00,18:00,True
ROOM_R022,2026-10-02,08:00,18:00,True
ROOM_R022,2026-10-03,09:00,13:00,True
ROOM_R022,2026-10-04,09:00,13:00,True
ROOM_R023,2026-09-21,08:00,18:00,True
ROOM_R023,2026-09-22,08:00,18:00,True
ROOM_R023,2026-09-23,08:00,18:00,True
ROOM_R023,2026-09-24,08:00,18:00,True
ROOM_R023,2026-09-25,08:00,18:00,True
ROOM_R023,2026-09-26,09:00,13:00,True
ROOM_R023,2026-09-27,09:00,13:00,True
ROOM_R023,2026-09-28,08:00,18:00,True
ROOM_R023,2026-09-29,08:00,18:00,True
ROOM_R023,2026-09-30,08:00,18:00,True
ROOM_R023,2026-10-01,08:00,18:00,True
ROOM_R023,2026-10-02,08:00,18:00,True
ROOM_R023,2026-10-03,09:00,13:00,True
ROOM_R023,2026-10-04,09:00,13:00,True
ROOM_R024,2026-09-21,08:00,18:00,True
ROOM_R024,2026-09-22,08:00,18:00,True
ROOM_R024,2026-09-23,08:00,18:00,True
ROOM_R024,2026-09-24,08:00,18:00,True
ROOM_R024,2026-09-25,08:00,18:00,True
ROOM_R024,2026-09-26,09:00,13:00,True
ROOM_R024,2026-09-27,09:00,13:00,True
ROOM_R024,2026-09-28,08:00,18:00,True
ROOM_R024,2026-09-29,08:00,18:00,True
ROOM_R024,2026-09-30,08:00,18:00,True
ROOM_R024,2026-10-01,08:00,18:00,True
ROOM_R024,2026-10-02,08:00,18:00,True
ROOM_R024,2026-10-03,09:00,13:00,True
ROOM_R024,2026-10-04,09:00,13:00,True
ROOM_R025,2026-09-21,08:00,18:00,True
ROOM_R025,2026-09-22,08:00,18:00,True
ROOM_R025,2026-09-23,08:00,18:00,True
ROOM_R025,2026-09-24,08:00,18:00,True
ROOM_R025,2026-09-25,08:00,18:00,True
ROOM_R025,2026-09-26,09:00,13:00,True
ROOM_R025,2026-09-27,09:00,13:00,True
ROOM_R025,2026-09-28,08:00,18:00,True
ROOM_R025,2026-09-29,08:00,18:00,True
ROOM_R025,2026-09-30,08:00,18:00,True
ROOM_R025,2026-10-01,08:00,18:00,True
ROOM_R025,2026-10-02,08:00,18:00,True
ROOM_R025,2026-10-03,09:00,13:00,True
ROOM_R025,2026-10-04,09:00,13:00,True
ROOM_R026,2026-09-21,08:00,18:00,True
ROOM_R026,2026-09-22,08:00,18:00,True
ROOM_R026,2026-09-23,08:00,18:00,True
ROOM_R026,2026-09-24,08:00,18:00,True
ROOM_R026,2026-09-25,08:00,18:00,True
ROOM_R026,2026-09-26,09:00,13:00,True
ROOM_R026,2026-09-27,09:00,13:00,True
ROOM_R026,2026-09-28,08:00,18:00,True
ROOM_R026,2026-09-29,08:00,18:00,True
ROOM_R026,2026-09-30,08:00,18:00,True
ROOM_R026,2026-10-01,08:00,18:00,True
ROOM_R026,2026-10-02,08:00,18:00,True
ROOM_R026,2026-10-03,09:00,13:00,True
ROOM_R026,2026-10-04,09:00,13:00,True
ROOM_R027,2026-09-21,08:00,18:00,True
ROOM_R027,2026-09-22,08:00,18:00,True
ROOM_R027,2026-09-23,08:00,18:00,True
ROOM_R027,2026-09-24,08:00,18:00,True
ROOM_R027,2026-09-25,08:00,18:00,True
ROOM_R027,2026-09-26,09:00,13:00,True
ROOM_R027,2026-09-27,09:00,13:00,True
ROOM_R027,2026-09-28,08:00,18:00,True
ROOM_R027,2026-09-29,08:00,18:00,True
ROOM_R027,2026-09-30,08:00,18:00,True
ROOM_R027,2026-10-01,08:00,18:00,True
ROOM_R027,2026-10-02,08:00,18:00,True
ROOM_R027,2026-10-03,09:00,13:00,True
ROOM_R027,2026-10-04,09:00,13:00,True
ROOM_R028,2026-09-21,08:00,18:00,True
ROOM_R028,2026-09-22,08:00,18:00,True
ROOM_R028,2026-09-23,08:00,18:00,True
ROOM_R028,2026-09-24,08:00,18:00,True
ROOM_R028,2026-09-25,08:00,18:00,True
ROOM_R028,2026-09-26,09:00,13:00,True
ROOM_R028,2026-09-27,09:00,13:00,True
ROOM_R028,2026-09-28,08:00,18:00,True
ROOM_R028,2026-09-29,08:00,18:00,True
ROOM_R028,2026-09-30,08:00,18:00,True
ROOM_R028,2026-10-01,08:00,18:00,True
ROOM_R028,2026-10-02,08:00,18:00,True
ROOM_R028,2026-10-03,09:00,13:00,True
ROOM_R028,2026-10-04,09:00,13:00,True
ROOM_R029,2026-09-21,08:00,18:00,True
ROOM_R029,2026-09-22,08:00,18:00,True
ROOM_R029,2026-09-23,08:00,18:00,True
ROOM_R029,2026-09-24,08:00,18:00,True
ROOM_R029,2026-09-25,08:00,18:00,True
ROOM_R029,2026-09-26,09:00,13:00,True
ROOM_R029,2026-09-27,09:00,13:00,True
ROOM_R029,2026-09-28,08:00,18:00,True
ROOM_R029,2026-09-29,08:00,18:00,True
ROOM_R029,2026-09-30,08:00,18:00,True
ROOM_R029,2026-10-01,08:00,18:00,True
ROOM_R029,2026-10-02,08:00,18:00,True
ROOM_R029,2026-10-03,09:00,13:00,True
ROOM_R029,2026-10-04,09:00,13:00,True
ROOM_R030,2026-09-21,08:00,18:00,True
ROOM_R030,2026-09-22,08:00,18:00,True
ROOM_R030,2026-09-23,08:00,18:00,True
ROOM_R030,2026-09-24,08:00,18:00,True
ROOM_R030,2026-09-25,08:00,18:00,True
ROOM_R030,2026-09-26,09:00,13:00,True
ROOM_R030,2026-09-27,09:00,13:00,True
ROOM_R030,2026-09-28,08:00,18:00,True
ROOM_R030,2026-09-29,08:00,18:00,True
ROOM_R030,2026-09-30,08:00,18:00,True
ROOM_R030,2026-10-01,08:00,18:00,True
ROOM_R030,2026-10-02,08:00,18:00,True
ROOM_R030,2026-10-03,09:00,13:00,True
ROOM_R030,2026-10-04,09:00,13:00,True
