sensor_id,timestamp,room_id,occupancy_count,power_kw,temperature_c,source_system,day_of_week,hour,is_weekend,lag_1h,lag_24h,rolling_3h,capacity,cost_per_hour,utilization,expected_occupancy,anomaly_label,data_source,fusion_key,record_quality
SENS_R001,2026-08-22 06:00:00,R001,0,0.76,23.37,IoT,5,6,1,,,0.0,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082206,0.85
SENS_R001,2026-08-22 20:00:00,R001,8,1.8,23.93,IoT,5,20,1,13.0,,9.0,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026082220,0.85
SENS_R001,2026-08-22 21:00:00,R001,10,1.34,24.26,IoT,5,21,1,8.0,,10.333333333333334,40,164.91,0.25,4.8,0,IoT+ERP,ROOM:R001|2026082221,0.85
SENS_R001,2026-08-23 06:00:00,R001,4,1.32,25.26,IoT,6,6,1,10.0,0.0,7.333333333333333,40,164.91,0.1,4.8,0,IoT+ERP,ROOM:R001|2026082306,1.0
SENS_R001,2026-08-23 07:00:00,R001,5,1.58,25.02,IoT,6,7,1,4.0,2.0,6.333333333333333,40,164.91,0.125,4.8,0,IoT+ERP,ROOM:R001|2026082307,1.0
SENS_R001,2026-08-23 08:00:00,R001,2,0.8,23.71,IoT,6,8,1,5.0,12.0,3.6666666666666665,40,164.91,0.05,4.8,0,IoT+ERP,ROOM:R001|2026082308,1.0
SENS_R001,2026-08-23 09:00:00,R001,8,1.72,25.46,IoT,6,9,1,2.0,5.0,5.0,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026082309,1.0
SENS_R001,2026-08-23 10:00:00,R001,0,1.15,24.15,IoT,6,10,1,8.0,2.0,3.3333333333333335,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082310,1.0
SENS_R001,2026-08-23 11:00:00,R001,9,1.59,24.89,IoT,6,11,1,0.0,3.0,5.666666666666667,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082311,1.0
SENS_R001,2026-08-23 12:00:00,R001,6,1.61,25.5,IoT,6,12,1,9.0,8.0,5.0,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082312,1.0
SENS_R001,2026-08-23 13:00:00,R001,9,1.09,24.62,IoT,6,13,1,6.0,1.0,8.0,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082313,1.0
SENS_R001,2026-08-23 14:00:00,R001,8,1.73,23.88,IoT,6,14,1,9.0,10.0,7.666666666666667,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026082314,1.0
SENS_R001,2026-08-23 15:00:00,R001,2,1.35,23.19,IoT,6,15,1,8.0,10.0,6.333333333333333,40,164.91,0.05,4.8,0,IoT+ERP,ROOM:R001|2026082315,1.0
SENS_R001,2026-08-23 16:00:00,R001,6,1.5,25.14,IoT,6,16,1,2.0,5.0,5.333333333333333,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082316,1.0
SENS_R001,2026-08-23 17:00:00,R001,13,2.44,25.81,IoT,6,17,1,6.0,2.0,7.0,40,164.91,0.325,4.8,0,IoT+ERP,ROOM:R001|2026082317,1.0
SENS_R001,2026-08-23 18:00:00,R001,10,2.0,24.54,IoT,6,18,1,13.0,6.0,9.666666666666666,40,164.91,0.25,4.8,0,IoT+ERP,ROOM:R001|2026082318,1.0
SENS_R001,2026-08-23 19:00:00,R001,9,1.55,24.71,IoT,6,19,1,10.0,13.0,10.666666666666666,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082319,1.0
SENS_R001,2026-08-23 20:00:00,R001,0,1.03,24.16,IoT,6,20,1,9.0,8.0,6.333333333333333,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082320,1.0
SENS_R001,2026-08-23 21:00:00,R001,9,1.33,25.36,IoT,6,21,1,0.0,10.0,6.0,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082321,1.0
SENS_R001,2026-08-24 06:00:00,R001,9,1.94,23.99,IoT,0,6,0,9.0,4.0,6.0,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082406,1.0
SENS_R001,2026-08-24 07:00:00,R001,3,1.23,22.08,IoT,0,7,0,9.0,5.0,7.0,40,164.91,0.075,4.8,0,IoT+ERP,ROOM:R001|2026082407,1.0
SENS_R001,2026-08-24 08:00:00,R001,30,3.43,24.39,IoT,0,8,0,3.0,2.0,14.0,40,164.91,0.75,24.8,0,IoT+ERP,ROOM:R001|2026082408,1.0
SENS_R001,2026-08-24 09:00:00,R001,11,2.33,25.15,IoT,0,9,0,30.0,8.0,14.666666666666666,40,164.91,0.275,24.8,0,IoT+ERP,ROOM:R001|2026082409,1.0
SENS_R001,2026-08-24 10:00:00,R001,27,2.75,25.25,IoT,0,10,0,11.0,0.0,22.666666666666668,40,164.91,0.675,24.8,0,IoT+ERP,ROOM:R001|2026082410,1.0
SENS_R001,2026-08-24 11:00:00,R001,32,3.7,26.24,IoT,0,11,0,27.0,9.0,23.333333333333332,40,164.91,0.8,24.8,0,IoT+ERP,ROOM:R001|2026082411,1.0
SENS_R001,2026-08-24 12:00:00,R001,28,3.19,25.19,IoT,0,12,0,32.0,6.0,29.0,40,164.91,0.7,24.8,0,IoT+ERP,ROOM:R001|2026082412,1.0
SENS_R001,2026-08-24 13:00:00,R001,21,2.76,24.22,IoT,0,13,0,28.0,9.0,27.0,40,164.91,0.525,24.8,0,IoT+ERP,ROOM:R001|2026082413,1.0
SENS_R001,2026-08-24 14:00:00,R001,29,3.38,24.17,IoT,0,14,0,21.0,8.0,26.0,40,164.91,0.725,24.8,0,IoT+ERP,ROOM:R001|2026082414,1.0
SENS_R001,2026-08-24 15:00:00,R001,27,2.91,24.38,IoT,0,15,0,29.0,2.0,25.666666666666668,40,164.91,0.675,24.8,0,IoT+ERP,ROOM:R001|2026082415,1.0
SENS_R001,2026-08-24 16:00:00,R001,23,3.23,24.93,IoT,0,16,0,27.0,6.0,26.333333333333332,40,164.91,0.575,24.8,0,IoT+ERP,ROOM:R001|2026082416,1.0
SENS_R001,2026-08-24 17:00:00,R001,12,2.08,24.09,IoT,0,17,0,23.0,13.0,20.666666666666668,40,164.91,0.3,24.8,0,IoT+ERP,ROOM:R001|2026082417,1.0
SENS_R001,2026-08-24 18:00:00,R001,0,1.17,23.74,IoT,0,18,0,12.0,10.0,11.666666666666666,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082418,1.0
SENS_R001,2026-08-24 19:00:00,R001,2,0.8,23.83,IoT,0,19,0,0.0,9.0,4.666666666666667,40,164.91,0.05,4.8,0,IoT+ERP,ROOM:R001|2026082419,1.0
SENS_R001,2026-08-24 20:00:00,R001,1,1.46,24.77,IoT,0,20,0,2.0,0.0,1.0,40,164.91,0.025,4.8,0,IoT+ERP,ROOM:R001|2026082420,1.0
SENS_R001,2026-08-24 21:00:00,R001,10,1.94,25.05,IoT,0,21,0,1.0,9.0,4.333333333333333,40,164.91,0.25,4.8,0,IoT+ERP,ROOM:R001|2026082421,1.0
SENS_R001,2026-08-25 06:00:00,R001,13,2.09,25.13,IoT,1,6,0,10.0,9.0,8.0,40,164.91,0.325,4.8,0,IoT+ERP,ROOM:R001|2026082506,1.0
SENS_R001,2026-08-25 07:00:00,R001,16,2.17,25.08,IoT,1,7,0,13.0,3.0,13.0,40,164.91,0.4,4.8,0,IoT+ERP,ROOM:R001|2026082507,1.0
SENS_R001,2026-08-25 08:00:00,R001,27,3.61,26.69,IoT,1,8,0,16.0,30.0,18.666666666666668,40,164.91,0.675,24.8,0,IoT+ERP,ROOM:R001|2026082508,1.0
SENS_R001,2026-08-25 09:00:00,R001,23,3.14,25.94,IoT,1,9,0,27.0,11.0,22.0,40,164.91,0.575,24.8,0,IoT+ERP,ROOM:R001|2026082509,1.0
SENS_R001,2026-08-25 10:00:00,R001,15,2.22,25.62,IoT,1,10,0,23.0,27.0,21.666666666666668,40,164.91,0.375,24.8,0,IoT+ERP,ROOM:R001|2026082510,1.0
SENS_R001,2026-08-25 11:00:00,R001,22,3.03,24.53,IoT,1,11,0,15.0,32.0,20.0,40,164.91,0.55,24.8,0,IoT+ERP,ROOM:R001|2026082511,1.0
SENS_R001,2026-08-25 12:00:00,R001,21,2.18,25.33,IoT,1,12,0,22.0,28.0,19.333333333333332,40,164.91,0.525,24.8,0,IoT+ERP,ROOM:R001|2026082512,1.0
SENS_R001,2026-08-25 13:00:00,R001,34,3.93,25.47,IoT,1,13,0,21.0,21.0,25.666666666666668,40,164.91,0.85,24.8,0,IoT+ERP,ROOM:R001|2026082513,1.0
SENS_R001,2026-08-25 14:00:00,R001,18,2.56,24.03,IoT,1,14,0,34.0,29.0,24.333333333333332,40,164.91,0.45,24.8,0,IoT+ERP,ROOM:R001|2026082514,1.0
SENS_R001,2026-08-25 15:00:00,R001,15,2.32,24.16,IoT,1,15,0,18.0,27.0,22.333333333333332,40,164.91,0.375,24.8,0,IoT+ERP,ROOM:R001|2026082515,1.0
SENS_R001,2026-08-25 16:00:00,R001,34,3.98,27.06,IoT,1,16,0,15.0,23.0,22.333333333333332,40,164.91,0.85,24.8,0,IoT+ERP,ROOM:R001|2026082516,1.0
SENS_R001,2026-08-25 17:00:00,R001,19,2.48,25.74,IoT,1,17,0,34.0,12.0,22.666666666666668,40,164.91,0.475,24.8,0,IoT+ERP,ROOM:R001|2026082517,1.0
SENS_R001,2026-08-25 18:00:00,R001,6,1.08,22.71,IoT,1,18,0,19.0,0.0,19.666666666666668,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082518,1.0
SENS_R001,2026-08-25 19:00:00,R001,12,1.32,24.24,IoT,1,19,0,6.0,2.0,12.333333333333334,40,164.91,0.3,4.8,0,IoT+ERP,ROOM:R001|2026082519,1.0
SENS_R001,2026-08-25 20:00:00,R001,3,0.87,25.68,IoT,1,20,0,12.0,1.0,7.0,40,164.91,0.075,4.8,0,IoT+ERP,ROOM:R001|2026082520,1.0
SENS_R001,2026-08-25 21:00:00,R001,7,0.92,23.21,IoT,1,21,0,3.0,10.0,7.333333333333333,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082521,1.0
SENS_R001,2026-08-26 06:00:00,R001,12,2.42,24.06,IoT,2,6,0,7.0,13.0,7.333333333333333,40,164.91,0.3,4.8,0,IoT+ERP,ROOM:R001|2026082606,1.0
SENS_R001,2026-08-26 07:00:00,R001,12,2.03,26.08,IoT,2,7,0,12.0,16.0,10.333333333333334,40,164.91,0.3,4.8,0,IoT+ERP,ROOM:R001|2026082607,1.0
SENS_R001,2026-08-26 08:00:00,R001,33,4.31,27.25,IoT,2,8,0,12.0,27.0,19.0,40,164.91,0.825,24.8,0,IoT+ERP,ROOM:R001|2026082608,1.0
SENS_R001,2026-08-26 09:00:00,R001,32,3.76,24.9,IoT,2,9,0,33.0,23.0,25.666666666666668,40,164.91,0.8,24.8,0,IoT+ERP,ROOM:R001|2026082609,1.0
SENS_R001,2026-08-26 10:00:00,R001,9,1.17,24.41,IoT,2,10,0,32.0,15.0,24.666666666666668,40,164.91,0.225,24.8,0,IoT+ERP,ROOM:R001|2026082610,1.0
SENS_R001,2026-08-26 11:00:00,R001,35,3.48,26.14,IoT,2,11,0,9.0,22.0,25.333333333333332,40,164.91,0.875,24.8,0,IoT+ERP,ROOM:R001|2026082611,1.0
SENS_R001,2026-08-26 12:00:00,R001,29,3.72,26.29,IoT,2,12,0,35.0,21.0,24.333333333333332,40,164.91,0.725,24.8,0,IoT+ERP,ROOM:R001|2026082612,1.0
SENS_R001,2026-08-26 13:00:00,R001,28,3.42,25.66,IoT,2,13,0,29.0,34.0,30.666666666666668,40,164.91,0.7,24.8,0,IoT+ERP,ROOM:R001|2026082613,1.0
SENS_R001,2026-08-26 14:00:00,R001,15,1.91,23.51,IoT,2,14,0,28.0,18.0,24.0,40,164.91,0.375,24.8,0,IoT+ERP,ROOM:R001|2026082614,1.0
SENS_R001,2026-08-26 15:00:00,R001,27,3.52,25.7,IoT,2,15,0,15.0,15.0,23.333333333333332,40,164.91,0.675,24.8,0,IoT+ERP,ROOM:R001|2026082615,1.0
SENS_R001,2026-08-26 16:00:00,R001,16,2.15,25.07,IoT,2,16,0,27.0,34.0,19.333333333333332,40,164.91,0.4,24.8,0,IoT+ERP,ROOM:R001|2026082616,1.0
SENS_R001,2026-08-26 17:00:00,R001,32,4.11,28.23,IoT,2,17,0,16.0,19.0,25.0,40,164.91,0.8,24.8,0,IoT+ERP,ROOM:R001|2026082617,1.0
SENS_R001,2026-08-26 18:00:00,R001,9,1.65,25.1,IoT,2,18,0,32.0,6.0,19.0,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082618,1.0
SENS_R001,2026-08-26 19:00:00,R001,8,1.15,23.78,IoT,2,19,0,9.0,12.0,16.333333333333332,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026082619,1.0
SENS_R001,2026-08-26 20:00:00,R001,6,1.39,24.76,IoT,2,20,0,8.0,3.0,7.666666666666667,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082620,1.0
SENS_R001,2026-08-26 21:00:00,R001,3,0.68,23.45,IoT,2,21,0,6.0,7.0,5.666666666666667,40,164.91,0.075,4.8,0,IoT+ERP,ROOM:R001|2026082621,1.0
SENS_R001,2026-08-27 06:00:00,R001,7,1.21,23.19,IoT,3,6,0,3.0,12.0,5.333333333333333,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082706,1.0
SENS_R001,2026-08-27 07:00:00,R001,8,1.73,24.95,IoT,3,7,0,7.0,12.0,6.0,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026082707,1.0
SENS_R001,2026-08-27 08:00:00,R001,18,2.2,24.4,IoT,3,8,0,8.0,33.0,11.0,40,164.91,0.45,24.8,0,IoT+ERP,ROOM:R001|2026082708,1.0
SENS_R001,2026-08-27 09:00:00,R001,17,2.02,24.58,IoT,3,9,0,18.0,32.0,14.333333333333334,40,164.91,0.425,24.8,0,IoT+ERP,ROOM:R001|2026082709,1.0
SENS_R001,2026-08-27 10:00:00,R001,29,3.5,25.53,IoT,3,10,0,17.0,9.0,21.333333333333332,40,164.91,0.725,24.8,0,IoT+ERP,ROOM:R001|2026082710,1.0
SENS_R001,2026-08-27 11:00:00,R001,23,3.1,27.14,IoT,3,11,0,29.0,35.0,23.0,40,164.91,0.575,24.8,0,IoT+ERP,ROOM:R001|2026082711,1.0
SENS_R001,2026-08-27 12:00:00,R001,21,2.41,24.14,IoT,3,12,0,23.0,29.0,24.333333333333332,40,164.91,0.525,24.8,0,IoT+ERP,ROOM:R001|2026082712,1.0
SENS_R001,2026-08-27 13:00:00,R001,31,3.78,26.46,IoT,3,13,0,21.0,28.0,25.0,40,164.91,0.775,24.8,0,IoT+ERP,ROOM:R001|2026082713,1.0
SENS_R001,2026-08-27 14:00:00,R001,29,3.2,25.49,IoT,3,14,0,31.0,15.0,27.0,40,164.91,0.725,24.8,0,IoT+ERP,ROOM:R001|2026082714,1.0
SENS_R001,2026-08-27 15:00:00,R001,32,3.61,26.69,IoT,3,15,0,29.0,27.0,30.666666666666668,40,164.91,0.8,24.8,0,IoT+ERP,ROOM:R001|2026082715,1.0
SENS_R001,2026-08-27 16:00:00,R001,25,2.94,25.1,IoT,3,16,0,32.0,16.0,28.666666666666668,40,164.91,0.625,24.8,0,IoT+ERP,ROOM:R001|2026082716,1.0
SENS_R001,2026-08-27 17:00:00,R001,21,2.76,24.93,IoT,3,17,0,25.0,32.0,26.0,40,164.91,0.525,24.8,0,IoT+ERP,ROOM:R001|2026082717,1.0
SENS_R001,2026-08-27 18:00:00,R001,5,1.58,24.27,IoT,3,18,0,21.0,9.0,17.0,40,164.91,0.125,4.8,0,IoT+ERP,ROOM:R001|2026082718,1.0
SENS_R001,2026-08-27 19:00:00,R001,10,2.15,23.87,IoT,3,19,0,5.0,8.0,12.0,40,164.91,0.25,4.8,0,IoT+ERP,ROOM:R001|2026082719,1.0
SENS_R001,2026-08-27 20:00:00,R001,7,1.17,23.61,IoT,3,20,0,10.0,6.0,7.333333333333333,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082720,1.0
SENS_R001,2026-08-27 21:00:00,R001,7,1.79,23.17,IoT,3,21,0,7.0,3.0,8.0,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082721,1.0
SENS_R001,2026-08-28 06:00:00,R001,7,1.0,25.07,IoT,4,6,0,7.0,7.0,7.0,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082806,1.0
SENS_R001,2026-08-28 07:00:00,R001,4,0.93,23.6,IoT,4,7,0,7.0,8.0,6.0,40,164.91,0.1,4.8,0,IoT+ERP,ROOM:R001|2026082807,1.0
SENS_R001,2026-08-28 08:00:00,R001,34,3.7,25.82,IoT,4,8,0,4.0,18.0,15.0,40,164.91,0.85,24.8,0,IoT+ERP,ROOM:R001|2026082808,1.0
SENS_R001,2026-08-28 09:00:00,R001,22,2.95,25.4,IoT,4,9,0,34.0,17.0,20.0,40,164.91,0.55,24.8,0,IoT+ERP,ROOM:R001|2026082809,1.0
SENS_R001,2026-08-28 10:00:00,R001,17,2.22,24.82,IoT,4,10,0,22.0,29.0,24.333333333333332,40,164.91,0.425,24.8,0,IoT+ERP,ROOM:R001|2026082810,1.0
SENS_R001,2026-08-28 11:00:00,R001,24,2.99,24.89,IoT,4,11,0,17.0,23.0,21.0,40,164.91,0.6,24.8,0,IoT+ERP,ROOM:R001|2026082811,1.0
SENS_R001,2026-08-28 12:00:00,R001,25,3.37,26.24,IoT,4,12,0,24.0,21.0,22.0,40,164.91,0.625,24.8,0,IoT+ERP,ROOM:R001|2026082812,1.0
SENS_R001,2026-08-28 13:00:00,R001,30,3.35,25.4,IoT,4,13,0,25.0,31.0,26.333333333333332,40,164.91,0.75,24.8,0,IoT+ERP,ROOM:R001|2026082813,1.0
SENS_R001,2026-08-28 14:00:00,R001,19,2.69,24.07,IoT,4,14,0,30.0,29.0,24.666666666666668,40,164.91,0.475,24.8,0,IoT+ERP,ROOM:R001|2026082814,1.0
SENS_R001,2026-08-28 15:00:00,R001,15,2.04,23.99,IoT,4,15,0,19.0,32.0,21.333333333333332,40,164.91,0.375,24.8,0,IoT+ERP,ROOM:R001|2026082815,1.0
SENS_R001,2026-08-28 16:00:00,R001,23,2.87,25.61,IoT,4,16,0,15.0,25.0,19.0,40,164.91,0.575,24.8,0,IoT+ERP,ROOM:R001|2026082816,1.0
SENS_R001,2026-08-28 17:00:00,R001,30,3.62,25.53,IoT,4,17,0,23.0,21.0,22.666666666666668,40,164.91,0.75,24.8,0,IoT+ERP,ROOM:R001|2026082817,1.0
SENS_R001,2026-08-28 18:00:00,R001,7,1.68,24.48,IoT,4,18,0,30.0,5.0,20.0,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082818,1.0
SENS_R001,2026-08-28 19:00:00,R001,16,2.38,24.3,IoT,4,19,0,7.0,10.0,17.666666666666668,40,164.91,0.4,4.8,0,IoT+ERP,ROOM:R001|2026082819,1.0
SENS_R001,2026-08-28 20:00:00,R001,5,1.82,23.65,IoT,4,20,0,16.0,7.0,9.333333333333334,40,164.91,0.125,4.8,0,IoT+ERP,ROOM:R001|2026082820,1.0
SENS_R001,2026-08-28 21:00:00,R001,8,1.43,23.64,IoT,4,21,0,5.0,7.0,9.666666666666666,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026082821,1.0
SENS_R001,2026-08-29 06:00:00,R001,2,0.55,24.03,IoT,5,6,1,8.0,7.0,5.0,40,164.91,0.05,4.8,0,IoT+ERP,ROOM:R001|2026082906,1.0
SENS_R001,2026-08-29 07:00:00,R001,6,1.56,24.26,IoT,5,7,1,2.0,4.0,5.333333333333333,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082907,1.0
SENS_R001,2026-08-29 08:00:00,R001,7,1.77,24.59,IoT,5,8,1,6.0,34.0,5.0,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026082908,1.0
SENS_R001,2026-08-29 09:00:00,R001,12,2.04,24.34,IoT,5,9,1,7.0,22.0,8.333333333333334,40,164.91,0.3,4.8,0,IoT+ERP,ROOM:R001|2026082909,1.0
SENS_R001,2026-08-29 10:00:00,R001,6,0.91,22.73,IoT,5,10,1,12.0,17.0,8.333333333333334,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082910,1.0
SENS_R001,2026-08-29 11:00:00,R001,10,1.68,22.97,IoT,5,11,1,6.0,24.0,9.333333333333334,40,164.91,0.25,4.8,0,IoT+ERP,ROOM:R001|2026082911,1.0
SENS_R001,2026-08-29 12:00:00,R001,6,1.35,25.91,IoT,5,12,1,10.0,25.0,7.333333333333333,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082912,1.0
SENS_R001,2026-08-29 13:00:00,R001,6,1.5,23.49,IoT,5,13,1,6.0,30.0,7.333333333333333,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026082913,1.0
SENS_R001,2026-08-29 14:00:00,R001,3,1.14,24.17,IoT,5,14,1,6.0,19.0,5.0,40,164.91,0.075,4.8,0,IoT+ERP,ROOM:R001|2026082914,1.0
SENS_R001,2026-08-29 15:00:00,R001,5,1.0,24.19,IoT,5,15,1,3.0,15.0,4.666666666666667,40,164.91,0.125,4.8,0,IoT+ERP,ROOM:R001|2026082915,1.0
SENS_R001,2026-08-29 16:00:00,R001,14,2.1,23.66,IoT,5,16,1,5.0,23.0,7.333333333333333,40,164.91,0.35,4.8,0,IoT+ERP,ROOM:R001|2026082916,1.0
SENS_R001,2026-08-29 17:00:00,R001,17,2.55,26.11,IoT,5,17,1,14.0,30.0,12.0,40,164.91,0.425,4.8,0,IoT+ERP,ROOM:R001|2026082917,1.0
SENS_R001,2026-08-29 18:00:00,R001,0,0.86,24.51,IoT,5,18,1,17.0,7.0,10.333333333333334,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082918,1.0
SENS_R001,2026-08-29 19:00:00,R001,0,0.66,21.88,IoT,5,19,1,0.0,16.0,5.666666666666667,40,164.91,0.0,4.8,0,IoT+ERP,ROOM:R001|2026082919,1.0
SENS_R001,2026-08-29 20:00:00,R001,4,1.23,23.99,IoT,5,20,1,0.0,5.0,1.3333333333333333,40,164.91,0.1,4.8,0,IoT+ERP,ROOM:R001|2026082920,1.0
SENS_R001,2026-08-29 21:00:00,R001,9,1.76,25.38,IoT,5,21,1,4.0,8.0,4.333333333333333,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026082921,1.0
SENS_R001,2026-08-30 06:00:00,R001,5,1.32,23.81,IoT,6,6,1,9.0,2.0,6.0,40,164.91,0.125,4.8,0,IoT+ERP,ROOM:R001|2026083006,1.0
SENS_R001,2026-08-30 07:00:00,R001,7,1.29,24.36,IoT,6,7,1,5.0,6.0,7.0,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026083007,1.0
SENS_R001,2026-08-30 08:00:00,R001,7,1.32,24.55,IoT,6,8,1,7.0,7.0,6.333333333333333,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026083008,1.0
SENS_R001,2026-08-30 09:00:00,R001,3,1.13,24.22,IoT,6,9,1,7.0,12.0,5.666666666666667,40,164.91,0.075,4.8,0,IoT+ERP,ROOM:R001|2026083009,1.0
SENS_R001,2026-08-30 10:00:00,R001,9,1.14,24.09,IoT,6,10,1,3.0,6.0,6.333333333333333,40,164.91,0.225,4.8,0,IoT+ERP,ROOM:R001|2026083010,1.0
SENS_R001,2026-08-30 11:00:00,R001,6,1.46,25.24,IoT,6,11,1,9.0,10.0,6.0,40,164.91,0.15,4.8,0,IoT+ERP,ROOM:R001|2026083011,1.0
SENS_R001,2026-08-30 12:00:00,R001,12,1.86,24.84,IoT,6,12,1,6.0,6.0,9.0,40,164.91,0.3,4.8,0,IoT+ERP,ROOM:R001|2026083012,1.0
SENS_R001,2026-08-30 13:00:00,R001,8,1.49,23.22,IoT,6,13,1,12.0,6.0,8.666666666666666,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026083013,1.0
SENS_R001,2026-08-30 14:00:00,R001,8,1.41,25.08,IoT,6,14,1,8.0,3.0,9.333333333333334,40,164.91,0.2,4.8,0,IoT+ERP,ROOM:R001|2026083014,1.0
SENS_R001,2026-08-30 15:00:00,R001,3,1.12,23.23,IoT,6,15,1,8.0,5.0,6.333333333333333,40,164.91,0.075,4.8,0,IoT+ERP,ROOM:R001|2026083015,1.0
SENS_R001,2026-08-30 16:00:00,R001,7,1.53,23.94,IoT,6,16,1,3.0,14.0,6.0,40,164.91,0.175,4.8,0,IoT+ERP,ROOM:R001|2026083016,1.0
