date,time_slot,department,course_count,student_demand,exam_period,semester,source_system
2026-09-22,11:00-12:00,AI-DS,15,61,0,2026-FALL,LMS
2026-09-22,11:00-12:00,MBA,19,29,0,2026-FALL,LMS
2026-09-22,12:00-13:00,CSE,10,22,0,2026-FALL,LMS
2026-09-22,12:00-13:00,ECE,13,72,0,2026-FALL,LMS
2026-09-22,12:00-13:00,EEE,7,76,0,2026-FALL,LMS
2026-09-22,12:00-13:00,ME,16,54,0,2026-FALL,LMS
2026-09-22,12:00-13:00,CE,20,61,0,2026-FALL,LMS
2026-09-22,12:00-13:00,AI-DS,15,19,0,2026-FALL,LMS
2026-09-22,12:00-13:00,MBA,19,58,0,2026-FALL,LMS
2026-09-22,14:00-15:00,CSE,10,57,0,2026-FALL,LMS
2026-09-22,14:00-15:00,ECE,13,53,0,2026-FALL,LMS
2026-09-22,14:00-15:00,EEE,7,77,0,2026-FALL,LMS
2026-09-22,14:00-15:00,ME,16,10,0,2026-FALL,LMS
2026-09-22,14:00-15:00,CE,20,41,0,2026-FALL,LMS
2026-09-22,14:00-15:00,AI-DS,15,74,0,2026-FALL,LMS
2026-09-22,14:00-15:00,MBA,19,22,0,2026-FALL,LMS
2026-09-22,15:00-16:00,CSE,10,57,0,2026-FALL,LMS
2026-09-22,15:00-16:00,ECE,13,35,0,2026-FALL,LMS
2026-09-22,15:00-16:00,EEE,7,46,0,2026-FALL,LMS
2026-09-22,15:00-16:00,ME,16,23,0,2026-FALL,LMS
2026-09-22,15:00-16:00,CE,20,90,0,2026-FALL,LMS
2026-09-22,15:00-16:00,AI-DS,15,22,0,2026-FALL,LMS
2026-09-22,15:00-16:00,MBA,19,42,0,2026-FALL,LMS
2026-09-22,16:00-17:00,CSE,10,39,0,2026-FALL,LMS
2026-09-22,16:00-17:00,ECE,13,66,0,2026-FALL,LMS
2026-09-22,16:00-17:00,EEE,7,46,0,2026-FALL,LMS
2026-09-22,16:00-17:00,ME,16,13,0,2026-FALL,LMS
2026-09-22,16:00-17:00,CE,20,32,0,2026-FALL,LMS
2026-09-22,16:00-17:00,AI-DS,15,10,0,2026-FALL,LMS
2026-09-22,16:00-17:00,MBA,19,46,0,2026-FALL,LMS
2026-09-22,17:00-18:00,CSE,10,80,0,2026-FALL,LMS
2026-09-22,17:00-18:00,ECE,13,41,0,2026-FALL,LMS
2026-09-22,17:00-18:00,EEE,7,51,0,2026-FALL,LMS
2026-09-22,17:00-18:00,ME,16,67,0,2026-FALL,LMS
2026-09-22,17:00-18:00,CE,20,31,0,2026-FALL,LMS
2026-09-22,17:00-18:00,AI-DS,15,66,0,2026-FALL,LMS
2026-09-22,17:00-18:00,MBA,19,83,0,2026-FALL,LMS
2026-09-23,09:00-10:00,CSE,10,10,0,2026-FALL,LMS
2026-09-23,09:00-10:00,ECE,13,67,0,2026-FALL,LMS
2026-09-23,09:00-10:00,EEE,7,15,0,2026-FALL,LMS
2026-09-23,09:00-10:00,ME,16,29,0,2026-FALL,LMS
2026-09-23,09:00-10:00,CE,20,67,0,2026-FALL,LMS
2026-09-23,09:00-10:00,AI-DS,15,51,0,2026-FALL,LMS
2026-09-23,09:00-10:00,MBA,19,35,0,2026-FALL,LMS
2026-09-23,10:00-11:00,CSE,10,89,0,2026-FALL,LMS
2026-09-23,10:00-11:00,ECE,13,38,0,2026-FALL,LMS
2026-09-23,10:00-11:00,EEE,7,66,0,2026-FALL,LMS
2026-09-23,10:00-11:00,ME,16,38,0,2026-FALL,LMS
2026-09-23,10:00-11:00,CE,20,54,0,2026-FALL,LMS
2026-09-23,10:00-11:00,AI-DS,15,54,0,2026-FALL,LMS
2026-09-23,10:00-11:00,MBA,19,46,0,2026-FALL,LMS
2026-09-23,11:00-12:00,CSE,10,16,0,2026-FALL,LMS
2026-09-23,11:00-12:00,ECE,13,50,0,2026-FALL,LMS
2026-09-23,11:00-12:00,EEE,7,33,0,2026-FALL,LMS
2026-09-23,11:00-12:00,ME,16,35,0,2026-FALL,LMS
2026-09-23,11:00-12:00,CE,20,56,0,2026-FALL,LMS
2026-09-23,11:00-12:00,AI-DS,15,55,0,2026-FALL,LMS
2026-09-23,11:00-12:00,MBA,19,29,0,2026-FALL,LMS
2026-09-23,12:00-13:00,CSE,10,49,0,2026-FALL,LMS
2026-09-23,12:00-13:00,ECE,13,45,0,2026-FALL,LMS
2026-09-23,12:00-13:00,EEE,7,27,0,2026-FALL,LMS
2026-09-23,12:00-13:00,ME,16,28,0,2026-FALL,LMS
2026-09-23,12:00-13:00,CE,20,29,0,2026-FALL,LMS
2026-09-23,12:00-13:00,AI-DS,15,44,0,2026-FALL,LMS
2026-09-23,12:00-13:00,MBA,19,38,0,2026-FALL,LMS
2026-09-23,14:00-15:00,CSE,10,49,0,2026-FALL,LMS
2026-09-23,14:00-15:00,ECE,13,27,0,2026-FALL,LMS
2026-09-23,14:00-15:00,EEE,7,41,0,2026-FALL,LMS
2026-09-23,14:00-15:00,ME,16,43,0,2026-FALL,LMS
2026-09-23,14:00-15:00,CE,20,51,0,2026-FALL,LMS
2026-09-23,14:00-15:00,AI-DS,15,74,0,2026-FALL,LMS
2026-09-23,14:00-15:00,MBA,19,66,0,2026-FALL,LMS
2026-09-23,15:00-16:00,CSE,10,43,0,2026-FALL,LMS
2026-09-23,15:00-16:00,ECE,13,13,0,2026-FALL,LMS
2026-09-23,15:00-16:00,EEE,7,34,0,2026-FALL,LMS
2026-09-23,15:00-16:00,ME,16,63,0,2026-FALL,LMS
2026-09-23,15:00-16:00,CE,20,43,0,2026-FALL,LMS
2026-09-23,15:00-16:00,AI-DS,15,19,0,2026-FALL,LMS
2026-09-23,15:00-16:00,MBA,19,40,0,2026-FALL,LMS
2026-09-23,16:00-17:00,CSE,10,35,0,2026-FALL,LMS
2026-09-23,16:00-17:00,ECE,13,70,0,2026-FALL,LMS
2026-09-23,16:00-17:00,EEE,7,33,0,2026-FALL,LMS
2026-09-23,16:00-17:00,ME,16,53,0,2026-FALL,LMS
2026-09-23,16:00-17:00,CE,20,58,0,2026-FALL,LMS
2026-09-23,16:00-17:00,AI-DS,15,20,0,2026-FALL,LMS
2026-09-23,16:00-17:00,MBA,19,30,0,2026-FALL,LMS
2026-09-23,17:00-18:00,CSE,10,36,0,2026-FALL,LMS
2026-09-23,17:00-18:00,ECE,13,47,0,2026-FALL,LMS
2026-09-23,17:00-18:00,EEE,7,33,0,2026-FALL,LMS
2026-09-23,17:00-18:00,ME,16,17,0,2026-FALL,LMS
2026-09-23,17:00-18:00,CE,20,24,0,2026-FALL,LMS
2026-09-23,17:00-18:00,AI-DS,15,63,0,2026-FALL,LMS
2026-09-23,17:00-18:00,MBA,19,86,0,2026-FALL,LMS
2026-09-24,09:00-10:00,CSE,10,51,0,2026-FALL,LMS
2026-09-24,09:00-10:00,ECE,13,66,0,2026-FALL,LMS
2026-09-24,09:00-10:00,EEE,7,52,0,2026-FALL,LMS
2026-09-24,09:00-10:00,ME,16,58,0,2026-FALL,LMS
2026-09-24,09:00-10:00,CE,20,59,0,2026-FALL,LMS
2026-09-24,09:00-10:00,AI-DS,15,58,0,2026-FALL,LMS
2026-09-24,09:00-10:00,MBA,19,52,0,2026-FALL,LMS
2026-09-24,10:00-11:00,CSE,10,47,0,2026-FALL,LMS
2026-09-24,10:00-11:00,ECE,13,36,0,2026-FALL,LMS
2026-09-24,10:00-11:00,EEE,7,55,0,2026-FALL,LMS
2026-09-24,10:00-11:00,ME,16,51,0,2026-FALL,LMS
2026-09-24,10:00-11:00,CE,20,26,0,2026-FALL,LMS
2026-09-24,10:00-11:00,AI-DS,15,68,0,2026-FALL,LMS
2026-09-24,10:00-11:00,MBA,19,64,0,2026-FALL,LMS
2026-09-24,11:00-12:00,CSE,10,48,0,2026-FALL,LMS
2026-09-24,11:00-12:00,ECE,13,68,0,2026-FALL,LMS
2026-09-24,11:00-12:00,EEE,7,59,0,2026-FALL,LMS
2026-09-24,11:00-12:00,ME,16,36,0,2026-FALL,LMS
2026-09-24,11:00-12:00,CE,20,10,0,2026-FALL,LMS
2026-09-24,11:00-12:00,AI-DS,15,10,0,2026-FALL,LMS
2026-09-24,11:00-12:00,MBA,19,70,0,2026-FALL,LMS
2026-09-24,12:00-13:00,CSE,10,44,0,2026-FALL,LMS
2026-09-24,12:00-13:00,ECE,13,37,0,2026-FALL,LMS
2026-09-24,12:00-13:00,EEE,7,31,0,2026-FALL,LMS
2026-09-24,12:00-13:00,ME,16,46,0,2026-FALL,LMS
2026-09-24,12:00-13:00,CE,20,63,0,2026-FALL,LMS
2026-09-24,12:00-13:00,AI-DS,15,28,0,2026-FALL,LMS
2026-09-24,12:00-13:00,MBA,19,46,0,2026-FALL,LMS
2026-09-24,14:00-15:00,CSE,10,98,0,2026-FALL,LMS
2026-09-24,14:00-15:00,ECE,13,81,0,2026-FALL,LMS
2026-09-24,14:00-15:00,EEE,7,10,0,2026-FALL,LMS
2026-09-24,14:00-15:00,ME,16,10,0,2026-FALL,LMS
2026-09-24,14:00-15:00,CE,20,81,0,2026-FALL,LMS
2026-09-24,14:00-15:00,AI-DS,15,62,0,2026-FALL,LMS
2026-09-24,14:00-15:00,MBA,19,46,0,2026-FALL,LMS
2026-09-24,15:00-16:00,CSE,10,55,0,2026-FALL,LMS
2026-09-24,15:00-16:00,ECE,13,38,0,2026-FALL,LMS
2026-09-24,15:00-16:00,EEE,7,31,0,2026-FALL,LMS
2026-09-24,15:00-16:00,ME,16,59,0,2026-FALL,LMS
2026-09-24,15:00-16:00,CE,20,43,0,2026-FALL,LMS
2026-09-24,15:00-16:00,AI-DS,15,62,0,2026-FALL,LMS
2026-09-24,15:00-16:00,MBA,19,34,0,2026-FALL,LMS
2026-09-24,16:00-17:00,CSE,10,59,0,2026-FALL,LMS
2026-09-24,16:00-17:00,ECE,13,51,0,2026-FALL,LMS
2026-09-24,16:00-17:00,EEE,7,18,0,2026-FALL,LMS
2026-09-24,16:00-17:00,ME,16,74,0,2026-FALL,LMS
2026-09-24,16:00-17:00,CE,20,16,0,2026-FALL,LMS
2026-09-24,16:00-17:00,AI-DS,15,71,0,2026-FALL,LMS
2026-09-24,16:00-17:00,MBA,19,54,0,2026-FALL,LMS
2026-09-24,17:00-18:00,CSE,10,57,0,2026-FALL,LMS
2026-09-24,17:00-18:00,ECE,13,35,0,2026-FALL,LMS
2026-09-24,17:00-18:00,EEE,7,37,0,2026-FALL,LMS
2026-09-24,17:00-18:00,ME,16,45,0,2026-FALL,LMS
2026-09-24,17:00-18:00,CE,20,19,0,2026-FALL,LMS
2026-09-24,17:00-18:00,AI-DS,15,56,0,2026-FALL,LMS
2026-09-24,17:00-18:00,MBA,19,37,0,2026-FALL,LMS
2026-09-25,09:00-10:00,CSE,10,10,1,2026-FALL,LMS
2026-09-25,09:00-10:00,ECE,13,82,1,2026-FALL,LMS
2026-09-25,09:00-10:00,EEE,7,50,1,2026-FALL,LMS
2026-09-25,09:00-10:00,ME,16,51,1,2026-FALL,LMS
2026-09-25,09:00-10:00,CE,20,31,1,2026-FALL,LMS
2026-09-25,09:00-10:00,AI-DS,15,51,1,2026-FALL,LMS
2026-09-25,09:00-10:00,MBA,19,59,1,2026-FALL,LMS
2026-09-25,10:00-11:00,CSE,10,15,1,2026-FALL,LMS
2026-09-25,10:00-11:00,ECE,13,57,1,2026-FALL,LMS
2026-09-25,10:00-11:00,EEE,7,23,1,2026-FALL,LMS
2026-09-25,10:00-11:00,ME,16,19,1,2026-FALL,LMS
2026-09-25,10:00-11:00,CE,20,27,1,2026-FALL,LMS
2026-09-25,10:00-11:00,AI-DS,15,87,1,2026-FALL,LMS
2026-09-25,10:00-11:00,MBA,19,60,1,2026-FALL,LMS
2026-09-25,11:00-12:00,CSE,10,44,1,2026-FALL,LMS
2026-09-25,11:00-12:00,ECE,13,79,1,2026-FALL,LMS
2026-09-25,11:00-12:00,EEE,7,26,1,2026-FALL,LMS
2026-09-25,11:00-12:00,ME,16,24,1,2026-FALL,LMS
2026-09-25,11:00-12:00,CE,20,26,1,2026-FALL,LMS
2026-09-25,11:00-12:00,AI-DS,15,82,1,2026-FALL,LMS
2026-09-25,11:00-12:00,MBA,19,62,1,2026-FALL,LMS
2026-09-25,12:00-13:00,CSE,10,28,1,2026-FALL,LMS
2026-09-25,12:00-13:00,ECE,13,31,1,2026-FALL,LMS
2026-09-25,12:00-13:00,EEE,7,50,1,2026-FALL,LMS
2026-09-25,12:00-13:00,ME,16,22,1,2026-FALL,LMS
2026-09-25,12:00-13:00,CE,20,41,1,2026-FALL,LMS
2026-09-25,12:00-13:00,AI-DS,15,25,1,2026-FALL,LMS
2026-09-25,12:00-13:00,MBA,19,43,1,2026-FALL,LMS
2026-09-25,14:00-15:00,CSE,10,61,1,2026-FALL,LMS
2026-09-25,14:00-15:00,ECE,13,79,1,2026-FALL,LMS
2026-09-25,14:00-15:00,EEE,7,13,1,2026-FALL,LMS
2026-09-25,14:00-15:00,ME,16,56,1,2026-FALL,LMS
2026-09-25,14:00-15:00,CE,20,58,1,2026-FALL,LMS
2026-09-25,14:00-15:00,AI-DS,15,40,1,2026-FALL,LMS
2026-09-25,14:00-15:00,MBA,19,33,1,2026-FALL,LMS
2026-09-25,15:00-16:00,CSE,10,33,1,2026-FALL,LMS
2026-09-25,15:00-16:00,ECE,13,10,1,2026-FALL,LMS
2026-09-25,15:00-16:00,EEE,7,60,1,2026-FALL,LMS
2026-09-25,15:00-16:00,ME,16,29,1,2026-FALL,LMS
2026-09-25,15:00-16:00,CE,20,11,1,2026-FALL,LMS
2026-09-25,15:00-16:00,AI-DS,15,51,1,2026-FALL,LMS
2026-09-25,15:00-16:00,MBA,19,51,1,2026-FALL,LMS
2026-09-25,16:00-17:00,CSE,10,61,1,2026-FALL,LMS
2026-09-25,16:00-17:00,ECE,13,81,1,2026-FALL,LMS
2026-09-25,16:00-17:00,EEE,7,45,1,2026-FALL,LMS
2026-09-25,16:00-17:00,ME,16,39,1,2026-FALL,LMS
2026-09-25,16:00-17:00,CE,20,37,1,2026-FALL,LMS
2026-09-25,16:00-17:00,AI-DS,15,39,1,2026-FALL,LMS
2026-09-25,16:00-17:00,MBA,19,30,1,2026-FALL,LMS
2026-09-25,17:00-18:00,CSE,10,36,1,2026-FALL,LMS
2026-09-25,17:00-18:00,ECE,13,30,1,2026-FALL,LMS
2026-09-25,17:00-18:00,EEE,7,24,1,2026-FALL,LMS
2026-09-25,17:00-18:00,ME,16,79,1,2026-FALL,LMS
2026-09-25,17:00-18:00,CE,20,72,1,2026-FALL,LMS
2026-09-25,17:00-18:00,AI-DS,15,10,1,2026-FALL,LMS
2026-09-25,17:00-18:00,MBA,19,51,1,2026-FALL,LMS
2026-09-26,09:00-10:00,CSE,10,43,1,2026-FALL,LMS
2026-09-26,09:00-10:00,ECE,13,47,1,2026-FALL,LMS
2026-09-26,09:00-10:00,EEE,7,15,1,2026-FALL,LMS
2026-09-26,09:00-10:00,ME,16,10,1,2026-FALL,LMS
2026-09-26,09:00-10:00,CE,20,43,1,2026-FALL,LMS
2026-09-26,09:00-10:00,AI-DS,15,37,1,2026-FALL,LMS
2026-09-26,09:00-10:00,MBA,19,34,1,2026-FALL,LMS
2026-09-26,10:00-11:00,CSE,10,40,1,2026-FALL,LMS
2026-09-26,10:00-11:00,ECE,13,56,1,2026-FALL,LMS
2026-09-26,10:00-11:00,EEE,7,62,1,2026-FALL,LMS
2026-09-26,10:00-11:00,ME,16,25,1,2026-FALL,LMS
2026-09-26,10:00-11:00,CE,20,27,1,2026-FALL,LMS
2026-09-26,10:00-11:00,AI-DS,15,48,1,2026-FALL,LMS
2026-09-26,10:00-11:00,MBA,19,69,1,2026-FALL,LMS
2026-09-26,11:00-12:00,CSE,10,40,1,2026-FALL,LMS
2026-09-26,11:00-12:00,ECE,13,47,1,2026-FALL,LMS
2026-09-26,11:00-12:00,EEE,7,17,1,2026-FALL,LMS
2026-09-26,11:00-12:00,ME,16,10,1,2026-FALL,LMS
2026-09-26,11:00-12:00,CE,20,91,1,2026-FALL,LMS
2026-09-26,11:00-12:00,AI-DS,15,50,1,2026-FALL,LMS
2026-09-26,11:00-12:00,MBA,19,24,1,2026-FALL,LMS
2026-09-26,12:00-13:00,CSE,10,10,1,2026-FALL,LMS
2026-09-26,12:00-13:00,ECE,13,73,1,2026-FALL,LMS
2026-09-26,12:00-13:00,EEE,7,26,1,2026-FALL,LMS
2026-09-26,12:00-13:00,ME,16,26,1,2026-FALL,LMS
2026-09-26,12:00-13:00,CE,20,30,1,2026-FALL,LMS
2026-09-26,12:00-13:00,AI-DS,15,47,1,2026-FALL,LMS
2026-09-26,12:00-13:00,MBA,19,57,1,2026-FALL,LMS
2026-09-26,14:00-15:00,CSE,10,39,1,2026-FALL,LMS
2026-09-26,14:00-15:00,ECE,13,24,1,2026-FALL,LMS
2026-09-26,14:00-15:00,EEE,7,90,1,2026-FALL,LMS
2026-09-26,14:00-15:00,ME,16,35,1,2026-FALL,LMS
2026-09-26,14:00-15:00,CE,20,45,1,2026-FALL,LMS
2026-09-26,14:00-15:00,AI-DS,15,14,1,2026-FALL,LMS
2026-09-26,14:00-15:00,MBA,19,56,1,2026-FALL,LMS
2026-09-26,15:00-16:00,CSE,10,66,1,2026-FALL,LMS
2026-09-26,15:00-16:00,ECE,13,27,1,2026-FALL,LMS
2026-09-26,15:00-16:00,EEE,7,10,1,2026-FALL,LMS
2026-09-26,15:00-16:00,ME,16,37,1,2026-FALL,LMS
2026-09-26,15:00-16:00,CE,20,82,1,2026-FALL,LMS
2026-09-26,15:00-16:00,AI-DS,15,32,1,2026-FALL,LMS
2026-09-26,15:00-16:00,MBA,19,95,1,2026-FALL,LMS
2026-09-26,16:00-17:00,CSE,10,33,1,2026-FALL,LMS
2026-09-26,16:00-17:00,ECE,13,10,1,2026-FALL,LMS
2026-09-26,16:00-17:00,EEE,7,34,1,2026-FALL,LMS
2026-09-26,16:00-17:00,ME,16,10,1,2026-FALL,LMS
2026-09-26,16:00-17:00,CE,20,30,1,2026-FALL,LMS
2026-09-26,16:00-17:00,AI-DS,15,52,1,2026-FALL,LMS
2026-09-26,16:00-17:00,MBA,19,35,1,2026-FALL,LMS
2026-09-26,17:00-18:00,CSE,10,67,1,2026-FALL,LMS
2026-09-26,17:00-18:00,ECE,13,34,1,2026-FALL,LMS
2026-09-26,17:00-18:00,EEE,7,15,1,2026-FALL,LMS
2026-09-26,17:00-18:00,ME,16,47,1,2026-FALL,LMS
2026-09-26,17:00-18:00,CE,20,42,1,2026-FALL,LMS
2026-09-26,17:00-18:00,AI-DS,15,44,1,2026-FALL,LMS
2026-09-26,17:00-18:00,MBA,19,19,1,2026-FALL,LMS
2026-09-27,09:00-10:00,CSE,10,50,1,2026-FALL,LMS
2026-09-27,09:00-10:00,ECE,13,72,1,2026-FALL,LMS
2026-09-27,09:00-10:00,EEE,7,18,1,2026-FALL,LMS
2026-09-27,09:00-10:00,ME,16,10,1,2026-FALL,LMS
2026-09-27,09:00-10:00,CE,20,14,1,2026-FALL,LMS
2026-09-27,09:00-10:00,AI-DS,15,44,1,2026-FALL,LMS
2026-09-27,09:00-10:00,MBA,19,12,1,2026-FALL,LMS
2026-09-27,10:00-11:00,CSE,10,51,1,2026-FALL,LMS
2026-09-27,10:00-11:00,ECE,13,52,1,2026-FALL,LMS
2026-09-27,10:00-11:00,EEE,7,52,1,2026-FALL,LMS
2026-09-27,10:00-11:00,ME,16,96,1,2026-FALL,LMS
2026-09-27,10:00-11:00,CE,20,10,1,2026-FALL,LMS
2026-09-27,10:00-11:00,AI-DS,15,10,1,2026-FALL,LMS
2026-09-27,10:00-11:00,MBA,19,70,1,2026-FALL,LMS
2026-09-27,11:00-12:00,CSE,10,55,1,2026-FALL,LMS
2026-09-27,11:00-12:00,ECE,13,67,1,2026-FALL,LMS
2026-09-27,11:00-12:00,EEE,7,10,1,2026-FALL,LMS
2026-09-27,11:00-12:00,ME,16,17,1,2026-FALL,LMS
2026-09-27,11:00-12:00,CE,20,64,1,2026-FALL,LMS
2026-09-27,11:00-12:00,AI-DS,15,41,1,2026-FALL,LMS
2026-09-27,11:00-12:00,MBA,19,71,1,2026-FALL,LMS
2026-09-27,12:00-13:00,CSE,10,36,1,2026-FALL,LMS
2026-09-27,12:00-13:00,ECE,13,40,1,2026-FALL,LMS
2026-09-27,12:00-13:00,EEE,7,90,1,2026-FALL,LMS
2026-09-27,12:00-13:00,ME,16,24,1,2026-FALL,LMS
2026-09-27,12:00-13:00,CE,20,59,1,2026-FALL,LMS
2026-09-27,12:00-13:00,AI-DS,15,13,1,2026-FALL,LMS
2026-09-27,12:00-13:00,MBA,19,27,1,2026-FALL,LMS
2026-09-27,14:00-15:00,CSE,10,59,1,2026-FALL,LMS
2026-09-27,14:00-15:00,ECE,13,16,1,2026-FALL,LMS
2026-09-27,14:00-15:00,EEE,7,62,1,2026-FALL,LMS
2026-09-27,14:00-15:00,ME,16,40,1,2026-FALL,LMS
2026-09-27,14:00-15:00,CE,20,25,1,2026-FALL,LMS
2026-09-27,14:00-15:00,AI-DS,15,42,1,2026-FALL,LMS
2026-09-27,14:00-15:00,MBA,19,33,1,2026-FALL,LMS
2026-09-27,15:00-16:00,CSE,10,30,1,2026-FALL,LMS
2026-09-27,15:00-16:00,ECE,13,35,1,2026-FALL,LMS
2026-09-27,15:00-16:00,EEE,7,17,1,2026-FALL,LMS
2026-09-27,15:00-16:00,ME,16,10,1,2026-FALL,LMS
2026-09-27,15:00-16:00,CE,20,10,1,2026-FALL,LMS
2026-09-27,15:00-16:00,AI-DS,15,55,1,2026-FALL,LMS
2026-09-27,15:00-16:00,MBA,19,53,1,2026-FALL,LMS
2026-09-27,16:00-17:00,CSE,10,29,1,2026-FALL,LMS
2026-09-27,16:00-17:00,ECE,13,42,1,2026-FALL,LMS
2026-09-27,16:00-17:00,EEE,7,72,1,2026-FALL,LMS
2026-09-27,16:00-17:00,ME,16,32,1,2026-FALL,LMS
2026-09-27,16:00-17:00,CE,20,39,1,2026-FALL,LMS
2026-09-27,16:00-17:00,AI-DS,15,83,1,2026-FALL,LMS
2026-09-27,16:00-17:00,MBA,19,52,1,2026-FALL,LMS
2026-09-27,17:00-18:00,CSE,10,63,1,2026-FALL,LMS
2026-09-27,17:00-18:00,ECE,13,59,1,2026-FALL,LMS
