event_id,timestamp,resource_id,event_type,old_state,new_state,source_system,event_confidence
EVT_00171,2026-09-02T20:00:00,ROOM_R029,maintenance_started,occupied,available,OpsLog,0.943
EVT_00172,2026-09-09T23:00:00,ROOM_R008,occupancy_update,available,occupied,ERP,0.944
EVT_00173,2026-09-15T03:00:00,ROOM_R028,booking_cancelled,reserved,maintenance,IoT,0.932
EVT_00174,2026-09-09T22:00:00,ROOM_R023,booking_cancelled,available,maintenance,OpsLog,0.851
EVT_00175,2026-09-02T23:00:00,ROOM_R009,booking_cancelled,occupied,available,OpsLog,0.877
EVT_00176,2026-09-15T17:00:00,ROOM_R018,maintenance_started,reserved,maintenance,LMS,0.97
EVT_00177,2026-09-19T01:00:00,ROOM_R007,maintenance_started,reserved,reserved,OpsLog,0.903
EVT_00178,2026-09-15T10:00:00,ROOM_R029,maintenance_started,available,occupied,IoT,0.924
EVT_00179,2026-09-13T04:00:00,ROOM_R007,maintenance_completed,available,maintenance,OpsLog,0.95
EVT_00180,2026-09-11T04:00:00,ROOM_R001,maintenance_started,reserved,available,IoT,0.843
EVT_00181,2026-09-14T19:00:00,ROOM_R015,maintenance_completed,occupied,occupied,ERP,0.875
EVT_00182,2026-09-04T21:00:00,ROOM_R015,maintenance_completed,occupied,occupied,IoT,0.946
EVT_00183,2026-09-01T05:00:00,ROOM_R008,maintenance_completed,reserved,maintenance,IoT,0.896
EVT_00184,2026-09-17T16:00:00,ROOM_R010,maintenance_started,occupied,reserved,IoT,0.939
EVT_00185,2026-09-19T05:00:00,ROOM_R018,maintenance_started,reserved,reserved,OpsLog,0.945
EVT_00186,2026-09-13T20:00:00,ROOM_R023,booking_created,reserved,occupied,IoT,0.858
EVT_00187,2026-09-13T09:00:00,ROOM_R005,booking_created,occupied,maintenance,OpsLog,0.825
EVT_00188,2026-09-15T14:00:00,ROOM_R007,maintenance_started,occupied,reserved,OpsLog,0.916
EVT_00189,2026-09-17T18:00:00,ROOM_R028,booking_cancelled,occupied,maintenance,OpsLog,0.98
EVT_00190,2026-09-05T13:00:00,ROOM_R001,maintenance_completed,available,reserved,OpsLog,0.872
EVT_00191,2026-09-01T09:00:00,ROOM_R030,maintenance_completed,available,occupied,LMS,0.847
EVT_00192,2026-09-08T09:00:00,ROOM_R015,booking_cancelled,available,reserved,IoT,0.845
EVT_00193,2026-09-09T23:00:00,ROOM_R013,booking_cancelled,available,reserved,IoT,0.923
EVT_00194,2026-09-18T21:00:00,ROOM_R029,booking_cancelled,occupied,maintenance,LMS,0.838
EVT_00195,2026-09-17T10:00:00,ROOM_R019,booking_created,reserved,maintenance,OpsLog,0.852
EVT_00196,2026-09-18T05:00:00,ROOM_R022,booking_cancelled,occupied,maintenance,OpsLog,0.82
EVT_00197,2026-09-12T20:00:00,ROOM_R005,maintenance_completed,available,maintenance,IoT,0.831
EVT_00198,2026-09-04T01:00:00,ROOM_R009,booking_cancelled,reserved,maintenance,ERP,0.84
EVT_00199,2026-09-10T19:00:00,ROOM_R021,maintenance_completed,available,maintenance,OpsLog,0.929
EVT_00200,2026-09-15T00:00:00,ROOM_R028,booking_created,reserved,occupied,LMS,0.911
EVT_00201,2026-09-16T10:00:00,ROOM_R007,maintenance_completed,occupied,maintenance,LMS,0.919
EVT_00202,2026-09-17T23:00:00,ROOM_R013,maintenance_completed,reserved,occupied,ERP,0.912
EVT_00203,2026-09-10T13:00:00,ROOM_R007,maintenance_completed,reserved,maintenance,IoT,0.984
EVT_00204,2026-09-09T01:00:00,ROOM_R012,booking_created,reserved,occupied,LMS,0.88
EVT_00205,2026-09-11T11:00:00,ROOM_R026,maintenance_completed,reserved,occupied,OpsLog,0.918
EVT_00206,2026-09-11T11:00:00,ROOM_R008,booking_cancelled,available,available,IoT,0.888
EVT_00207,2026-09-12T00:00:00,ROOM_R009,maintenance_completed,occupied,available,LMS,0.987
EVT_00208,2026-09-07T04:00:00,ROOM_R006,maintenance_completed,reserved,reserved,IoT,0.917
EVT_00209,2026-09-10T21:00:00,ROOM_R005,booking_created,occupied,maintenance,LMS,0.916
EVT_00210,2026-09-02T04:00:00,ROOM_R015,maintenance_started,occupied,maintenance,OpsLog,0.965
EVT_00211,2026-09-12T11:00:00,ROOM_R028,maintenance_started,occupied,occupied,OpsLog,0.834
EVT_00212,2026-09-02T10:00:00,ROOM_R020,occupancy_update,occupied,maintenance,ERP,0.983
EVT_00213,2026-09-11T16:00:00,ROOM_R026,maintenance_completed,reserved,occupied,LMS,0.826
EVT_00214,2026-09-05T14:00:00,ROOM_R023,maintenance_started,occupied,available,OpsLog,0.848
EVT_00215,2026-09-06T11:00:00,ROOM_R005,maintenance_started,available,available,LMS,0.863
EVT_00216,2026-09-06T23:00:00,ROOM_R018,maintenance_started,occupied,occupied,OpsLog,0.883
EVT_00217,2026-09-12T06:00:00,ROOM_R018,booking_cancelled,reserved,available,OpsLog,0.956
EVT_00218,2026-09-02T17:00:00,ROOM_R007,booking_created,reserved,reserved,IoT,0.892
EVT_00219,2026-09-08T18:00:00,ROOM_R016,booking_created,occupied,maintenance,OpsLog,0.973
EVT_00220,2026-09-13T18:00:00,ROOM_R018,booking_cancelled,occupied,occupied,OpsLog,0.939
EVT_00221,2026-09-12T03:00:00,ROOM_R011,occupancy_update,available,maintenance,LMS,0.919
EVT_00222,2026-09-15T10:00:00,ROOM_R023,booking_cancelled,available,reserved,IoT,0.825
EVT_00223,2026-09-14T06:00:00,ROOM_R026,maintenance_completed,reserved,maintenance,OpsLog,0.982
EVT_00224,2026-09-15T22:00:00,ROOM_R019,booking_created,reserved,reserved,ERP,0.944
EVT_00225,2026-09-07T23:00:00,ROOM_R003,booking_cancelled,reserved,available,ERP,0.911
EVT_00226,2026-09-10T23:00:00,ROOM_R024,booking_created,occupied,maintenance,ERP,0.869
EVT_00227,2026-09-18T20:00:00,ROOM_R010,booking_cancelled,available,maintenance,ERP,0.931
EVT_00228,2026-09-09T08:00:00,ROOM_R004,occupancy_update,occupied,maintenance,OpsLog,0.902
EVT_00229,2026-09-04T04:00:00,ROOM_R006,booking_created,reserved,maintenance,ERP,0.977
EVT_00230,2026-09-09T01:00:00,ROOM_R024,occupancy_update,occupied,occupied,LMS,0.991
EVT_00231,2026-09-01T05:00:00,ROOM_R005,maintenance_started,available,occupied,OpsLog,0.96
EVT_00232,2026-09-16T19:00:00,ROOM_R002,maintenance_started,occupied,maintenance,OpsLog,0.945
EVT_00233,2026-09-06T04:00:00,ROOM_R028,maintenance_completed,reserved,available,ERP,0.839
EVT_00234,2026-09-08T15:00:00,ROOM_R008,maintenance_completed,occupied,available,IoT,0.988
EVT_00235,2026-09-12T00:00:00,ROOM_R029,occupancy_update,available,available,OpsLog,0.882
EVT_00236,2026-09-01T03:00:00,ROOM_R002,occupancy_update,occupied,available,ERP,0.886
EVT_00237,2026-09-19T20:00:00,ROOM_R030,booking_cancelled,reserved,occupied,LMS,0.976
EVT_00238,2026-09-19T11:00:00,ROOM_R009,booking_cancelled,occupied,reserved,OpsLog,0.881
EVT_00239,2026-09-05T12:00:00,ROOM_R006,booking_created,available,reserved,ERP,0.87
EVT_00240,2026-09-02T18:00:00,ROOM_R007,maintenance_completed,reserved,reserved,IoT,0.984
EVT_00241,2026-09-09T13:00:00,ROOM_R019,maintenance_completed,available,occupied,IoT,0.863
EVT_00242,2026-09-02T16:00:00,ROOM_R011,maintenance_started,reserved,reserved,IoT,0.907
EVT_00243,2026-09-08T10:00:00,ROOM_R024,maintenance_started,reserved,reserved,IoT,0.822
EVT_00244,2026-09-10T04:00:00,ROOM_R027,booking_created,occupied,available,IoT,0.965
EVT_00245,2026-09-12T01:00:00,ROOM_R028,maintenance_started,occupied,available,IoT,0.831
EVT_00246,2026-09-18T15:00:00,ROOM_R007,occupancy_update,reserved,maintenance,LMS,0.97
EVT_00247,2026-09-04T02:00:00,ROOM_R003,booking_cancelled,occupied,occupied,OpsLog,0.98
EVT_00248,2026-09-18T04:00:00,ROOM_R017,maintenance_completed,reserved,maintenance,LMS,0.911
EVT_00249,2026-09-06T00:00:00,ROOM_R001,booking_created,reserved,reserved,IoT,0.885
EVT_00250,2026-09-02T14:00:00,ROOM_R017,booking_cancelled,available,reserved,OpsLog,0.976
EVT_00251,2026-09-12T22:00:00,ROOM_R030,booking_created,reserved,available,IoT,0.847
EVT_00252,2026-09-09T17:00:00,ROOM_R002,booking_cancelled,reserved,reserved,OpsLog,0.879
EVT_00253,2026-09-14T01:00:00,ROOM_R030,maintenance_completed,available,reserved,ERP,0.993
EVT_00254,2026-09-13T16:00:00,ROOM_R028,booking_created,reserved,maintenance,ERP,0.998
EVT_00255,2026-09-10T19:00:00,ROOM_R003,maintenance_completed,available,maintenance,IoT,0.944
EVT_00256,2026-09-08T22:00:00,ROOM_R009,maintenance_completed,occupied,reserved,OpsLog,0.827
EVT_00257,2026-09-09T12:00:00,ROOM_R013,booking_created,available,available,IoT,0.97
EVT_00258,2026-09-09T08:00:00,ROOM_R001,maintenance_completed,reserved,reserved,ERP,0.933
EVT_00259,2026-09-19T14:00:00,ROOM_R004,booking_cancelled,available,available,LMS,0.971
EVT_00260,2026-09-17T15:00:00,ROOM_R022,booking_created,occupied,available,OpsLog,0.891
EVT_00261,2026-09-08T23:00:00,ROOM_R028,maintenance_started,occupied,available,ERP,0.825
EVT_00262,2026-09-08T10:00:00,ROOM_R020,occupancy_update,reserved,reserved,ERP,0.945
EVT_00263,2026-09-10T03:00:00,ROOM_R011,maintenance_started,reserved,occupied,OpsLog,0.923
EVT_00264,2026-09-06T07:00:00,ROOM_R019,occupancy_update,reserved,reserved,OpsLog,0.868
EVT_00265,2026-09-10T20:00:00,ROOM_R005,maintenance_completed,reserved,available,LMS,0.879
EVT_00266,2026-09-04T06:00:00,ROOM_R003,maintenance_completed,reserved,maintenance,IoT,0.927
EVT_00267,2026-09-01T13:00:00,ROOM_R005,maintenance_started,occupied,reserved,OpsLog,0.833
EVT_00268,2026-09-17T07:00:00,ROOM_R025,booking_cancelled,available,reserved,LMS,0.85
EVT_00269,2026-09-03T03:00:00,ROOM_R003,maintenance_completed,available,occupied,OpsLog,0.937
EVT_00270,2026-09-17T06:00:00,ROOM_R022,booking_created,available,maintenance,OpsLog,0.855
EVT_00271,2026-09-14T11:00:00,ROOM_R030,maintenance_completed,available,occupied,LMS,0.821
EVT_00272,2026-09-12T11:00:00,ROOM_R008,occupancy_update,occupied,reserved,LMS,0.865
EVT_00273,2026-09-12T09:00:00,ROOM_R030,occupancy_update,available,reserved,OpsLog,0.859
