timestamp,room_id,day_of_week,hour,is_weekend,exam_period,room_capacity,equipment_count,cost_per_hour,actual_occupancy,utilization_ratio,is_anomaly
2026-06-20 02:00:00,ROOM_R104,5,2,1,0,120,4,110.0,10,8.33,0
2026-06-20 03:00:00,ROOM_R104,5,3,1,0,120,4,110.0,0,0.0,0
2026-06-20 04:00:00,ROOM_R104,5,4,1,0,120,4,110.0,11,9.17,0
2026-06-20 05:00:00,ROOM_R104,5,5,1,0,120,4,110.0,5,4.17,0
2026-06-20 06:00:00,ROOM_R104,5,6,1,0,120,4,110.0,12,10.0,0
2026-06-20 07:00:00,ROOM_R104,5,7,1,0,120,4,110.0,4,3.33,0
2026-06-20 08:00:00,ROOM_R104,5,8,1,0,120,4,110.0,11,9.17,0
2026-06-20 09:00:00,ROOM_R104,5,9,1,0,120,4,110.0,16,13.33,0
2026-06-20 10:00:00,ROOM_R104,5,10,1,0,120,4,110.0,0,0.0,0
2026-06-20 11:00:00,ROOM_R104,5,11,1,0,120,4,110.0,10,8.33,0
2026-06-20 12:00:00,ROOM_R104,5,12,1,0,120,4,110.0,9,7.5,0
2026-06-20 13:00:00,ROOM_R104,5,13,1,0,120,4,110.0,2,1.67,0
2026-06-20 14:00:00,ROOM_R104,5,14,1,0,120,4,110.0,1,0.83,0
2026-06-20 15:00:00,ROOM_R104,5,15,1,0,120,4,110.0,5,4.17,0
2026-06-20 16:00:00,ROOM_R104,5,16,1,0,120,4,110.0,9,7.5,0
2026-06-20 17:00:00,ROOM_R104,5,17,1,0,120,4,110.0,17,14.17,0
2026-06-20 18:00:00,ROOM_R104,5,18,1,0,120,4,110.0,9,7.5,0
2026-06-20 19:00:00,ROOM_R104,5,19,1,0,120,4,110.0,9,7.5,0
2026-06-20 20:00:00,ROOM_R104,5,20,1,0,120,4,110.0,1,0.83,0
2026-06-20 21:00:00,ROOM_R104,5,21,1,0,120,4,110.0,4,3.33,0
2026-06-20 22:00:00,ROOM_R104,5,22,1,0,120,4,110.0,13,10.83,0
2026-06-20 23:00:00,ROOM_R104,5,23,1,0,120,4,110.0,5,4.17,0
2026-06-20 00:00:00,ROOM_R201,5,0,1,0,70,1,55.0,3,4.29,0
2026-06-20 01:00:00,ROOM_R201,5,1,1,0,70,1,55.0,8,11.43,0
2026-06-20 02:00:00,ROOM_R201,5,2,1,0,70,1,55.0,2,2.86,0
2026-06-20 03:00:00,ROOM_R201,5,3,1,0,70,1,55.0,0,0.0,0
2026-06-20 04:00:00,ROOM_R201,5,4,1,0,70,1,55.0,8,11.43,0
2026-06-20 05:00:00,ROOM_R201,5,5,1,0,70,1,55.0,3,4.29,0
2026-06-20 06:00:00,ROOM_R201,5,6,1,0,70,1,55.0,10,14.29,0
2026-06-20 07:00:00,ROOM_R201,5,7,1,0,70,1,55.0,4,5.71,0
2026-06-20 08:00:00,ROOM_R201,5,8,1,0,70,1,55.0,5,7.14,0
2026-06-20 09:00:00,ROOM_R201,5,9,1,0,70,1,55.0,9,12.86,0
2026-06-20 10:00:00,ROOM_R201,5,10,1,0,70,1,55.0,1,1.43,0
2026-06-20 11:00:00,ROOM_R201,5,11,1,0,70,1,55.0,3,4.29,0
2026-06-20 12:00:00,ROOM_R201,5,12,1,0,70,1,55.0,4,5.71,0
2026-06-20 13:00:00,ROOM_R201,5,13,1,0,70,1,55.0,3,4.29,0
2026-06-20 14:00:00,ROOM_R201,5,14,1,0,70,1,55.0,10,14.29,0
2026-06-20 15:00:00,ROOM_R201,5,15,1,0,70,1,55.0,3,4.29,0
2026-06-20 16:00:00,ROOM_R201,5,16,1,0,70,1,55.0,7,10.0,0
2026-06-20 17:00:00,ROOM_R201,5,17,1,0,70,1,55.0,5,7.14,0
2026-06-20 18:00:00,ROOM_R201,5,18,1,0,70,1,55.0,10,14.29,0
2026-06-20 19:00:00,ROOM_R201,5,19,1,0,70,1,55.0,9,12.86,0
2026-06-20 20:00:00,ROOM_R201,5,20,1,0,70,1,55.0,1,1.43,0
2026-06-20 21:00:00,ROOM_R201,5,21,1,0,70,1,55.0,1,1.43,0
2026-06-20 22:00:00,ROOM_R201,5,22,1,0,70,1,55.0,1,1.43,0
2026-06-20 23:00:00,ROOM_R201,5,23,1,0,70,1,55.0,8,11.43,0
2026-06-20 00:00:00,ROOM_R202,5,0,1,0,90,2,70.0,9,10.0,0
2026-06-20 01:00:00,ROOM_R202,5,1,1,0,90,2,70.0,3,3.33,0
2026-06-20 02:00:00,ROOM_R202,5,2,1,0,90,2,70.0,9,10.0,0
2026-06-20 03:00:00,ROOM_R202,5,3,1,0,90,2,70.0,0,0.0,0
2026-06-20 04:00:00,ROOM_R202,5,4,1,0,90,2,70.0,2,2.22,0
2026-06-20 05:00:00,ROOM_R202,5,5,1,0,90,2,70.0,4,4.44,0
2026-06-20 06:00:00,ROOM_R202,5,6,1,0,90,2,70.0,11,12.22,0
2026-06-20 07:00:00,ROOM_R202,5,7,1,0,90,2,70.0,8,8.89,0
2026-06-20 08:00:00,ROOM_R202,5,8,1,0,90,2,70.0,3,3.33,0
2026-06-20 09:00:00,ROOM_R202,5,9,1,0,90,2,70.0,10,11.11,0
2026-06-20 10:00:00,ROOM_R202,5,10,1,0,90,2,70.0,6,6.67,0
2026-06-20 11:00:00,ROOM_R202,5,11,1,0,90,2,70.0,11,12.22,0
2026-06-20 12:00:00,ROOM_R202,5,12,1,0,90,2,70.0,0,0.0,0
2026-06-20 13:00:00,ROOM_R202,5,13,1,0,90,2,70.0,3,3.33,0
2026-06-20 14:00:00,ROOM_R202,5,14,1,0,90,2,70.0,13,14.44,0
2026-06-20 15:00:00,ROOM_R202,5,15,1,0,90,2,70.0,8,8.89,0
2026-06-20 16:00:00,ROOM_R202,5,16,1,0,90,2,70.0,10,11.11,0
2026-06-20 17:00:00,ROOM_R202,5,17,1,0,90,2,70.0,13,14.44,0
2026-06-20 18:00:00,ROOM_R202,5,18,1,0,90,2,70.0,12,13.33,0
2026-06-20 19:00:00,ROOM_R202,5,19,1,0,90,2,70.0,0,0.0,0
2026-06-20 20:00:00,ROOM_R202,5,20,1,0,90,2,70.0,7,7.78,0
2026-06-20 21:00:00,ROOM_R202,5,21,1,0,90,2,70.0,9,10.0,0
2026-06-20 22:00:00,ROOM_R202,5,22,1,0,90,2,70.0,9,10.0,0
2026-06-20 23:00:00,ROOM_R202,5,23,1,0,90,2,70.0,5,5.56,0
2026-06-20 00:00:00,ROOM_R203,5,0,1,0,60,1,50.0,8,13.33,0
2026-06-20 01:00:00,ROOM_R203,5,1,1,0,60,1,50.0,5,8.33,0
2026-06-20 02:00:00,ROOM_R203,5,2,1,0,60,1,50.0,8,13.33,0
2026-06-20 03:00:00,ROOM_R203,5,3,1,0,60,1,50.0,6,10.0,0
2026-06-20 04:00:00,ROOM_R203,5,4,1,0,60,1,50.0,6,10.0,0
2026-06-20 05:00:00,ROOM_R203,5,5,1,0,60,1,50.0,1,1.67,0
2026-06-20 06:00:00,ROOM_R203,5,6,1,0,60,1,50.0,3,5.0,0
2026-06-20 07:00:00,ROOM_R203,5,7,1,0,60,1,50.0,1,1.67,0
2026-06-20 08:00:00,ROOM_R203,5,8,1,0,60,1,50.0,3,5.0,0
2026-06-20 09:00:00,ROOM_R203,5,9,1,0,60,1,50.0,2,3.33,0
2026-06-20 10:00:00,ROOM_R203,5,10,1,0,60,1,50.0,7,11.67,0
2026-06-20 11:00:00,ROOM_R203,5,11,1,0,60,1,50.0,2,3.33,0
2026-06-20 12:00:00,ROOM_R203,5,12,1,0,60,1,50.0,6,10.0,0
2026-06-20 13:00:00,ROOM_R203,5,13,1,0,60,1,50.0,7,11.67,0
2026-06-20 14:00:00,ROOM_R203,5,14,1,0,60,1,50.0,6,10.0,0
2026-06-20 15:00:00,ROOM_R203,5,15,1,0,60,1,50.0,2,3.33,0
2026-06-20 16:00:00,ROOM_R203,5,16,1,0,60,1,50.0,5,8.33,0
2026-06-20 17:00:00,ROOM_R203,5,17,1,0,60,1,50.0,8,13.33,0
2026-06-20 18:00:00,ROOM_R203,5,18,1,0,60,1,50.0,2,3.33,0
2026-06-20 19:00:00,ROOM_R203,5,19,1,0,60,1,50.0,1,1.67,0
2026-06-20 20:00:00,ROOM_R203,5,20,1,0,60,1,50.0,8,13.33,0
2026-06-20 21:00:00,ROOM_R203,5,21,1,0,60,1,50.0,6,10.0,0
2026-06-20 22:00:00,ROOM_R203,5,22,1,0,60,1,50.0,7,11.67,0
2026-06-20 23:00:00,ROOM_R203,5,23,1,0,60,1,50.0,6,10.0,0
2026-06-20 00:00:00,ROOM_AUD1,5,0,1,0,300,5,250.0,17,5.67,0
2026-06-20 01:00:00,ROOM_AUD1,5,1,1,0,300,5,250.0,30,10.0,0
2026-06-20 02:00:00,ROOM_AUD1,5,2,1,0,300,5,250.0,38,12.67,0
2026-06-20 03:00:00,ROOM_AUD1,5,3,1,0,300,5,250.0,35,11.67,0
2026-06-20 04:00:00,ROOM_AUD1,5,4,1,0,300,5,250.0,36,12.0,0
2026-06-20 05:00:00,ROOM_AUD1,5,5,1,0,300,5,250.0,20,6.67,0
2026-06-20 06:00:00,ROOM_AUD1,5,6,1,0,300,5,250.0,41,13.67,0
2026-06-20 07:00:00,ROOM_AUD1,5,7,1,0,300,5,250.0,6,2.0,0
2026-06-20 08:00:00,ROOM_AUD1,5,8,1,0,300,5,250.0,23,7.67,0
2026-06-20 09:00:00,ROOM_AUD1,5,9,1,0,300,5,250.0,14,4.67,0
2026-06-20 10:00:00,ROOM_AUD1,5,10,1,0,300,5,250.0,19,6.33,0
2026-06-20 11:00:00,ROOM_AUD1,5,11,1,0,300,5,250.0,40,13.33,0
2026-06-20 12:00:00,ROOM_AUD1,5,12,1,0,300,5,250.0,40,13.33,0
2026-06-20 13:00:00,ROOM_AUD1,5,13,1,0,300,5,250.0,7,2.33,0
2026-06-20 14:00:00,ROOM_AUD1,5,14,1,0,300,5,250.0,20,6.67,0
2026-06-20 15:00:00,ROOM_AUD1,5,15,1,0,300,5,250.0,37,12.33,0
2026-06-20 16:00:00,ROOM_AUD1,5,16,1,0,300,5,250.0,34,11.33,0
2026-06-20 17:00:00,ROOM_AUD1,5,17,1,0,300,5,250.0,10,3.33,0
2026-06-20 18:00:00,ROOM_AUD1,5,18,1,0,300,5,250.0,32,10.67,0
2026-06-20 19:00:00,ROOM_AUD1,5,19,1,0,300,5,250.0,15,5.0,0
2026-06-20 20:00:00,ROOM_AUD1,5,20,1,0,300,5,250.0,3,1.0,0
2026-06-20 21:00:00,ROOM_AUD1,5,21,1,0,300,5,250.0,17,5.67,0
2026-06-20 22:00:00,ROOM_AUD1,5,22,1,0,300,5,250.0,9,3.0,0
2026-06-20 23:00:00,ROOM_AUD1,5,23,1,0,300,5,250.0,14,4.67,0
2026-06-20 00:00:00,ROOM_B101,5,0,1,0,150,3,120.0,1,0.67,0
2026-06-20 01:00:00,ROOM_B101,5,1,1,0,150,3,120.0,8,5.33,0
2026-06-20 02:00:00,ROOM_B101,5,2,1,0,150,3,120.0,21,14.0,0
2026-06-20 03:00:00,ROOM_B101,5,3,1,0,150,3,120.0,19,12.67,0
2026-06-20 04:00:00,ROOM_B101,5,4,1,0,150,3,120.0,10,6.67,0
2026-06-20 05:00:00,ROOM_B101,5,5,1,0,150,3,120.0,6,4.0,0
2026-06-20 06:00:00,ROOM_B101,5,6,1,0,150,3,120.0,20,13.33,0
2026-06-20 07:00:00,ROOM_B101,5,7,1,0,150,3,120.0,12,8.0,0
2026-06-20 08:00:00,ROOM_B101,5,8,1,0,150,3,120.0,17,11.33,0
2026-06-20 09:00:00,ROOM_B101,5,9,1,0,150,3,120.0,10,6.67,0
2026-06-20 10:00:00,ROOM_B101,5,10,1,0,150,3,120.0,10,6.67,0
2026-06-20 11:00:00,ROOM_B101,5,11,1,0,150,3,120.0,15,10.0,0
2026-06-20 12:00:00,ROOM_B101,5,12,1,0,150,3,120.0,16,10.67,0
2026-06-20 13:00:00,ROOM_B101,5,13,1,0,150,3,120.0,20,13.33,0
2026-06-20 14:00:00,ROOM_B101,5,14,1,0,150,3,120.0,12,8.0,0
2026-06-20 15:00:00,ROOM_B101,5,15,1,0,150,3,120.0,13,8.67,0
2026-06-20 16:00:00,ROOM_B101,5,16,1,0,150,3,120.0,1,0.67,0
2026-06-20 17:00:00,ROOM_B101,5,17,1,0,150,3,120.0,19,12.67,0
2026-06-20 18:00:00,ROOM_B101,5,18,1,0,150,3,120.0,5,3.33,0
2026-06-20 19:00:00,ROOM_B101,5,19,1,0,150,3,120.0,10,6.67,0
2026-06-20 20:00:00,ROOM_B101,5,20,1,0,150,3,120.0,19,12.67,0
2026-06-20 21:00:00,ROOM_B101,5,21,1,0,150,3,120.0,21,14.0,0
2026-06-20 22:00:00,ROOM_B101,5,22,1,0,150,3,120.0,18,12.0,0
2026-06-20 23:00:00,ROOM_B101,5,23,1,0,150,3,120.0,16,10.67,0
2026-06-20 00:00:00,ROOM_B102,5,0,1,0,50,1,45.0,7,14.0,0
2026-06-20 01:00:00,ROOM_B102,5,1,1,0,50,1,45.0,0,0.0,0
2026-06-20 02:00:00,ROOM_B102,5,2,1,0,50,1,45.0,0,0.0,0
2026-06-20 03:00:00,ROOM_B102,5,3,1,0,50,1,45.0,1,2.0,0
2026-06-20 04:00:00,ROOM_B102,5,4,1,0,50,1,45.0,4,8.0,0
2026-06-20 05:00:00,ROOM_B102,5,5,1,0,50,1,45.0,3,6.0,0
2026-06-20 06:00:00,ROOM_B102,5,6,1,0,50,1,45.0,7,14.0,0
2026-06-20 07:00:00,ROOM_B102,5,7,1,0,50,1,45.0,1,2.0,0
2026-06-20 08:00:00,ROOM_B102,5,8,1,0,50,1,45.0,4,8.0,0
2026-06-20 09:00:00,ROOM_B102,5,9,1,0,50,1,45.0,5,10.0,0
2026-06-20 10:00:00,ROOM_B102,5,10,1,0,50,1,45.0,1,2.0,0
2026-06-20 11:00:00,ROOM_B102,5,11,1,0,50,1,45.0,4,8.0,0
2026-06-20 12:00:00,ROOM_B102,5,12,1,0,50,1,45.0,4,8.0,0
2026-06-20 13:00:00,ROOM_B102,5,13,1,0,50,1,45.0,2,4.0,0
2026-06-20 14:00:00,ROOM_B102,5,14,1,0,50,1,45.0,1,2.0,0
2026-06-20 15:00:00,ROOM_B102,5,15,1,0,50,1,45.0,6,12.0,0
2026-06-20 16:00:00,ROOM_B102,5,16,1,0,50,1,45.0,5,10.0,0
2026-06-20 17:00:00,ROOM_B102,5,17,1,0,50,1,45.0,5,10.0,0
2026-06-20 18:00:00,ROOM_B102,5,18,1,0,50,1,45.0,5,10.0,0
2026-06-20 19:00:00,ROOM_B102,5,19,1,0,50,1,45.0,0,0.0,0
2026-06-20 20:00:00,ROOM_B102,5,20,1,0,50,1,45.0,4,8.0,0
2026-06-20 21:00:00,ROOM_B102,5,21,1,0,50,1,45.0,40,80.0,1
2026-06-20 22:00:00,ROOM_B102,5,22,1,0,50,1,45.0,3,6.0,0
2026-06-20 23:00:00,ROOM_B102,5,23,1,0,50,1,45.0,2,4.0,0
2026-06-20 00:00:00,ROOM_B201,5,0,1,0,75,2,65.0,5,6.67,0
2026-06-20 01:00:00,ROOM_B201,5,1,1,0,75,2,65.0,1,1.33,0
2026-06-20 02:00:00,ROOM_B201,5,2,1,0,75,2,65.0,7,9.33,0
2026-06-20 03:00:00,ROOM_B201,5,3,1,0,75,2,65.0,10,13.33,0
2026-06-20 04:00:00,ROOM_B201,5,4,1,0,75,2,65.0,5,6.67,0
2026-06-20 05:00:00,ROOM_B201,5,5,1,0,75,2,65.0,6,8.0,0
2026-06-20 06:00:00,ROOM_B201,5,6,1,0,75,2,65.0,2,2.67,0
2026-06-20 07:00:00,ROOM_B201,5,7,1,0,75,2,65.0,3,4.0,0
2026-06-20 08:00:00,ROOM_B201,5,8,1,0,75,2,65.0,8,10.67,0
2026-06-20 09:00:00,ROOM_B201,5,9,1,0,75,2,65.0,7,9.33,0
2026-06-20 10:00:00,ROOM_B201,5,10,1,0,75,2,65.0,5,6.67,0
2026-06-20 11:00:00,ROOM_B201,5,11,1,0,75,2,65.0,5,6.67,0
2026-06-20 12:00:00,ROOM_B201,5,12,1,0,75,2,65.0,2,2.67,0
2026-06-20 13:00:00,ROOM_B201,5,13,1,0,75,2,65.0,6,8.0,0
2026-06-20 14:00:00,ROOM_B201,5,14,1,0,75,2,65.0,6,8.0,0
2026-06-20 15:00:00,ROOM_B201,5,15,1,0,75,2,65.0,2,2.67,0
2026-06-20 16:00:00,ROOM_B201,5,16,1,0,75,2,65.0,4,5.33,0
2026-06-20 17:00:00,ROOM_B201,5,17,1,0,75,2,65.0,2,2.67,0
2026-06-20 18:00:00,ROOM_B201,5,18,1,0,75,2,65.0,8,10.67,0
2026-06-20 19:00:00,ROOM_B201,5,19,1,0,75,2,65.0,0,0.0,0
2026-06-20 20:00:00,ROOM_B201,5,20,1,0,75,2,65.0,4,5.33,0
2026-06-20 21:00:00,ROOM_B201,5,21,1,0,75,2,65.0,7,9.33,0
2026-06-20 22:00:00,ROOM_B201,5,22,1,0,75,2,65.0,6,8.0,0
2026-06-20 23:00:00,ROOM_B201,5,23,1,0,75,2,65.0,11,14.67,0
2026-06-20 00:00:00,ROOM_B202,5,0,1,0,85,1,65.0,4,4.71,0
2026-06-20 01:00:00,ROOM_B202,5,1,1,0,85,1,65.0,3,3.53,0
2026-06-20 02:00:00,ROOM_B202,5,2,1,0,85,1,65.0,9,10.59,0
2026-06-20 03:00:00,ROOM_B202,5,3,1,0,85,1,65.0,9,10.59,0
2026-06-20 04:00:00,ROOM_B202,5,4,1,0,85,1,65.0,8,9.41,0
2026-06-20 05:00:00,ROOM_B202,5,5,1,0,85,1,65.0,9,10.59,0
2026-06-20 06:00:00,ROOM_B202,5,6,1,0,85,1,65.0,7,8.24,0
2026-06-20 07:00:00,ROOM_B202,5,7,1,0,85,1,65.0,7,8.24,0
2026-06-20 08:00:00,ROOM_B202,5,8,1,0,85,1,65.0,10,11.76,0
2026-06-20 09:00:00,ROOM_B202,5,9,1,0,85,1,65.0,4,4.71,0
2026-06-20 10:00:00,ROOM_B202,5,10,1,0,85,1,65.0,9,10.59,0
2026-06-20 11:00:00,ROOM_B202,5,11,1,0,85,1,65.0,0,0.0,0
2026-06-20 12:00:00,ROOM_B202,5,12,1,0,85,1,65.0,3,3.53,0
2026-06-20 13:00:00,ROOM_B202,5,13,1,0,85,1,65.0,8,9.41,0
2026-06-20 14:00:00,ROOM_B202,5,14,1,0,85,1,65.0,66,77.65,1
2026-06-20 15:00:00,ROOM_B202,5,15,1,0,85,1,65.0,6,7.06,0
2026-06-20 16:00:00,ROOM_B202,5,16,1,0,85,1,65.0,12,14.12,0
2026-06-20 17:00:00,ROOM_B202,5,17,1,0,85,1,65.0,10,11.76,0
2026-06-20 18:00:00,ROOM_B202,5,18,1,0,85,1,65.0,0,0.0,0
2026-06-20 19:00:00,ROOM_B202,5,19,1,0,85,1,65.0,7,8.24,0
2026-06-20 20:00:00,ROOM_B202,5,20,1,0,85,1,65.0,1,1.18,0
2026-06-20 21:00:00,ROOM_B202,5,21,1,0,85,1,65.0,12,14.12,0
2026-06-20 22:00:00,ROOM_B202,5,22,1,0,85,1,65.0,3,3.53,0
2026-06-20 23:00:00,ROOM_B202,5,23,1,0,85,1,65.0,5,5.88,0
2026-06-21 00:00:00,ROOM_R101,6,0,1,0,60,1,50.0,5,8.33,0
2026-06-21 01:00:00,ROOM_R101,6,1,1,0,60,1,50.0,3,5.0,0
2026-06-21 02:00:00,ROOM_R101,6,2,1,0,60,1,50.0,2,3.33,0
2026-06-21 03:00:00,ROOM_R101,6,3,1,0,60,1,50.0,3,5.0,0
2026-06-21 04:00:00,ROOM_R101,6,4,1,0,60,1,50.0,0,0.0,0
2026-06-21 05:00:00,ROOM_R101,6,5,1,0,60,1,50.0,0,0.0,0
2026-06-21 06:00:00,ROOM_R101,6,6,1,0,60,1,50.0,5,8.33,0
2026-06-21 07:00:00,ROOM_R101,6,7,1,0,60,1,50.0,0,0.0,0
2026-06-21 08:00:00,ROOM_R101,6,8,1,0,60,1,50.0,4,6.67,0
2026-06-21 09:00:00,ROOM_R101,6,9,1,0,60,1,50.0,3,5.0,0
2026-06-21 10:00:00,ROOM_R101,6,10,1,0,60,1,50.0,4,6.67,0
2026-06-21 11:00:00,ROOM_R101,6,11,1,0,60,1,50.0,2,3.33,0
2026-06-21 12:00:00,ROOM_R101,6,12,1,0,60,1,50.0,7,11.67,0
2026-06-21 13:00:00,ROOM_R101,6,13,1,0,60,1,50.0,2,3.33,0
2026-06-21 14:00:00,ROOM_R101,6,14,1,0,60,1,50.0,7,11.67,0
2026-06-21 15:00:00,ROOM_R101,6,15,1,0,60,1,50.0,7,11.67,0
2026-06-21 16:00:00,ROOM_R101,6,16,1,0,60,1,50.0,1,1.67,0
2026-06-21 17:00:00,ROOM_R101,6,17,1,0,60,1,50.0,1,1.67,0
